group,day_of_week,interval,mean_call_volume,std_call_volume,mean_abandoned_calls,std_abandoned_calls,mean_abandoned_rate,std_abandoned_rate,mean_service_level,std_service_level,mean_cct,std_cct,n_observations
A,Friday,19:30,60.9,10.1521,0.2,0.4553,0.0026,0.0063,0.9902,0.0196,324.87,40.1156,12
A,Friday,20:00,47.9,8.2093,0.4,0.6822,0.0075,0.013,0.9595,0.0454,341.952,44.5116,12
A,Friday,20:30,37.8,8.0785,0.7,1.0392,0.0167,0.0247,0.9134,0.0851,304.178,38.342,12
A,Friday,21:00,26.7,7.3848,0.7,0.8676,0.0236,0.0313,0.8865,0.1165,325.823,63.2342,12
A,Friday,21:30,20.2,5.0116,0.1,0.3954,0.0036,0.018,0.9624,0.0587,324.22,62.6312,12
A,Friday,22:00,19.0,5.1257,0.0,0.3015,0.0,0.0121,0.9819,0.0344,322.389,87.7265,12
A,Friday,22:30,13.2,4.7182,2.2,2.5705,0.1658,0.2021,0.6613,0.1682,382.968,137.3314,12
A,Friday,23:00,10.6,5.2442,1.5,2.5406,0.1031,0.1469,0.5845,0.3409,323.725,116.4316,12
A,Friday,23:30,7.9,4.06,0.6,2.126,0.0718,0.1502,0.8524,0.307,249.146,82.0707,12
A,Saturday,00:00,5.9091,1.927,0.2727,0.4818,0.0409,0.0905,0.921,0.1465,358.4364,125.894,13
A,Saturday,00:30,4.6364,1.7579,0.0,0.0,0.0,0.0,0.9818,0.0868,378.9755,158.6591,13
A,Saturday,01:00,3.5556,1.2934,0.1111,0.4113,0.0222,0.1152,1.0,0.1581,352.8778,246.9072,11
A,Saturday,01:30,1.6667,0.7888,0.1111,0.4113,0.037,0.1773,0.9444,0.3343,254.7778,233.6096,11
A,Saturday,02:00,1.3333,1.0435,0.0,0.3162,0.0,0.3162,0.9444,0.3343,348.0556,569.3567,11
A,Saturday,02:30,1.9,1.2106,0.0,0.0,0.0,0.0,1.0,0.0,302.041,447.3921,12
A,Saturday,03:00,1.5,1.7728,0.0,0.0,0.0,0.0,1.0,0.0,233.755,166.2466,8
A,Saturday,03:30,1.25,1.2748,0.0,0.0,0.0,0.0,1.0,0.0,260.865,895.4212,10
A,Saturday,04:00,1.3333,0.9428,0.0,0.0,0.0,0.0,1.0,0.0,236.0,82.5559,5
A,Saturday,04:30,1.0,0.8452,0.0,0.0,0.0,0.0,1.0,0.0,165.6117,91.627,8
A,Saturday,05:00,1.0,0.4472,0.0,0.0,0.0,0.0,1.0,0.0,379.25,280.7826,6
A,Saturday,05:30,1.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,109.4583,112.5372,8
A,Saturday,06:00,1.75,1.4577,0.0,0.3333,0.0,0.0667,1.0,0.0,229.8537,167.5053,10
A,Saturday,06:30,2.5,2.0671,0.4,1.0144,0.1095,0.3149,0.7917,0.3884,288.608,111.8557,12
A,Saturday,07:00,5.2727,2.9589,0.2727,0.6608,0.051,0.1034,0.6585,0.3496,247.8873,83.952,13
A,Saturday,07:30,10.0,4.3301,0.6364,1.0221,0.0621,0.0962,0.7353,0.3735,298.9173,70.7877,13
A,Saturday,08:00,29.0909,4.9948,0.2727,0.4818,0.0079,0.0145,0.9365,0.0621,248.5918,35.2127,13
A,Saturday,08:30,47.4545,11.3082,0.0909,0.6166,0.0019,0.009,0.9705,0.0494,279.0991,29.5313,13
A,Saturday,09:00,67.3636,8.2517,0.0909,0.6166,0.0014,0.0088,0.9662,0.0553,277.2336,27.2048,13
A,Saturday,09:30,79.4545,11.9305,0.6364,1.4794,0.0082,0.0205,0.9536,0.0607,272.4382,24.4592,13
A,Saturday,10:00,100.8182,10.7431,0.5455,1.6527,0.0053,0.0139,0.9523,0.0712,291.5936,38.3402,13
A,Saturday,10:30,124.8182,13.4496,0.4545,0.9752,0.0034,0.0074,0.9472,0.0477,290.0082,24.0044,13
A,Saturday,11:00,143.9091,19.8632,0.9091,1.0045,0.0064,0.0066,0.9352,0.0661,299.1809,20.9054,13
A,Saturday,11:30,143.0,15.2233,1.9091,1.8094,0.0133,0.012,0.9454,0.0855,294.1473,29.2286,13
A,Saturday,12:00,156.3636,20.8206,2.3636,5.4861,0.0146,0.0366,0.8452,0.1396,299.4845,22.6849,13
A,Saturday,12:30,170.6818,19.8249,4.6364,4.7712,0.0263,0.0286,0.733,0.1787,301.3,20.4975,13
A,Saturday,13:00,165.0455,13.892,1.0,3.5473,0.0063,0.0189,0.9121,0.0676,304.7982,20.5671,13
A,Saturday,13:30,163.1364,10.9845,0.3182,0.4746,0.0019,0.0029,0.9671,0.0299,306.7436,22.8276,13
A,Saturday,14:00,154.8182,9.1939,1.1364,1.0728,0.0073,0.0074,0.9609,0.0235,312.5741,22.7849,13
A,Saturday,14:30,157.1364,16.5774,1.5455,2.8372,0.0094,0.0195,0.9118,0.1073,307.7486,19.8809,13
A,Saturday,15:00,154.7727,10.7691,0.4545,1.2749,0.0028,0.0092,0.9597,0.0606,305.3955,16.4513,13
A,Saturday,15:30,158.5,16.1323,0.5455,1.0428,0.0037,0.0073,0.9589,0.0708,310.9109,17.3752,13
A,Saturday,16:00,149.3636,19.7906,0.5455,0.7714,0.0038,0.006,0.9668,0.0446,326.0955,27.6082,13
A,Saturday,16:30,134.0,12.9583,0.2727,0.6608,0.0019,0.0046,0.9821,0.0272,293.9,19.9551,13
A,Saturday,17:00,124.3636,10.2669,2.3636,2.8642,0.0188,0.0217,0.9012,0.121,307.9673,22.3313,13
A,Saturday,17:30,105.7273,15.3103,1.0,3.0957,0.0091,0.0279,0.8822,0.0896,315.93,45.5055,13
A,Saturday,18:00,100.3636,17.9608,0.7273,1.0753,0.0072,0.0095,0.9156,0.0792,322.1445,25.3124,13
A,Saturday,18:30,84.6364,9.3985,0.6364,1.414,0.0074,0.0154,0.9665,0.0717,331.4836,31.4797,13
A,Saturday,19:00,64.4545,7.2653,0.1818,0.6439,0.0028,0.0087,0.9506,0.0627,321.2909,36.0702,13
A,Saturday,19:30,50.0,9.478,0.3636,0.7829,0.0063,0.0138,0.9514,0.072,329.5918,48.3831,13
A,Saturday,20:00,40.4545,8.7774,0.4545,1.9953,0.0099,0.0465,0.919,0.1077,294.78,48.0376,13
A,Saturday,20:30,31.9091,7.8808,1.0909,3.075,0.0306,0.0947,0.8924,0.134,271.7491,37.658,13
A,Saturday,21:00,22.9091,6.7606,0.9091,1.2945,0.0342,0.0574,0.9198,0.1444,292.42,60.331,13
A,Saturday,21:30,18.0,4.5644,0.2727,2.0313,0.0133,0.0966,0.9147,0.1028,294.7991,52.087,13
A,Saturday,22:00,12.0,4.6726,0.0,0.5774,0.0,0.0262,0.9619,0.2461,359.67,130.1183,13
A,Saturday,22:30,8.6364,1.9808,0.5455,0.7714,0.0614,0.0889,0.6686,0.2752,299.5509,94.294,13
A,Saturday,23:00,7.9091,3.1264,0.7273,1.2205,0.0661,0.1029,0.7124,0.312,336.0464,93.6896,13
A,Saturday,23:30,4.8182,2.9216,0.0,0.0,0.0,0.0,0.9539,0.1154,260.6727,104.2042,13
A,Sunday,00:00,2.75,1.8597,0.25,0.4859,0.0417,0.1195,0.8625,0.2234,357.9688,182.7387,10
A,Sunday,00:30,2.7778,1.4715,0.3333,0.83,0.1,0.2552,0.5852,0.473,401.0822,269.6417,11
A,Sunday,01:00,2.125,1.0358,0.125,0.429,0.0417,0.1853,0.8333,0.4231,354.8125,334.9615,10
A,Sunday,01:30,2.375,1.6635,0.0,0.3333,0.0,0.0833,0.875,0.3669,310.7713,106.2238,10
A,Sunday,02:00,1.25,0.5244,0.0,0.0,0.0,0.0,1.0,0.0,174.5,74.9793,6
A,Sunday,02:30,1.1667,0.8357,0.0,0.0,0.0,0.0,1.0,0.0,256.9167,300.2344,8
A,Sunday,03:00,1.1667,1.0389,0.0,0.0,0.0,0.0,1.0,0.0,235.945,217.1821,8
A,Sunday,03:30,1.6667,0.5528,0.0,0.0,0.0,0.0,1.0,0.0,415.0,483.8673,5
A,Sunday,04:00,1.0,1.1547,0.0,0.0,0.0,0.0,1.0,0.0,362.165,208.7377,4
A,Sunday,04:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0,315.9312,3
A,Sunday,05:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,23.3345,2
A,Sunday,05:30,1.7143,1.2037,0.0,0.0,0.0,0.0,1.0,0.0,197.1071,356.9834,9
A,Sunday,06:00,2.5714,1.3267,0.0,0.0,0.0,0.0,1.0,0.1178,234.4286,130.3027,9
A,Sunday,06:30,1.375,1.0881,0.0,0.0,0.0,0.0,1.0,0.0,213.9062,209.6973,10
A,Sunday,07:00,3.7778,1.556,0.0,0.0,0.0,0.0,1.0,0.0,281.6944,125.7043,11
A,Sunday,07:30,5.4444,2.0617,0.0,0.6325,0.0,0.0791,1.0,0.0452,353.7478,126.3178,11
A,Sunday,08:00,9.8889,3.8009,0.1111,0.4113,0.0101,0.0454,0.9582,0.067,246.8967,49.3105,11
A,Sunday,08:30,12.8889,4.5316,0.0,0.3162,0.0,0.0176,1.0,0.0395,277.1989,52.6927,11
A,Sunday,09:00,17.2222,4.6127,0.0,0.0,0.0,0.0,1.0,0.0,239.39,69.5058,11
A,Sunday,09:30,20.1111,4.8204,0.0,0.3162,0.0,0.0113,1.0,0.0176,292.6678,57.0187,11
A,Sunday,10:00,22.1111,3.1468,0.0,0.0,0.0,0.0,1.0,0.0138,288.8967,68.964,11
A,Sunday,10:30,32.2222,5.757,0.0,0.0,0.0,0.0,0.9963,0.0192,275.5622,41.8726,11
A,Sunday,11:00,27.6667,5.1564,0.0,0.3162,0.0,0.0132,1.0,0.0085,276.0078,30.8035,11
A,Sunday,11:30,32.3333,5.7523,0.0,0.6325,0.0,0.0151,1.0,0.0474,295.2589,40.9314,11
A,Sunday,12:00,49.0,9.6644,0.0,1.2649,0.0,0.0192,0.9812,0.039,279.5056,18.9432,11
A,Sunday,12:30,57.8889,8.0961,0.5556,1.6247,0.0089,0.0267,0.978,0.0641,288.5989,20.53,11
A,Sunday,13:00,73.2222,9.0945,1.8889,1.8804,0.0264,0.0232,0.8427,0.1083,298.5633,37.1103,11
A,Sunday,13:30,76.3333,13.038,0.6667,1.5882,0.0087,0.0163,0.9206,0.0676,282.63,26.2578,11
A,Sunday,14:00,80.4444,9.9144,0.4444,0.5223,0.0055,0.0067,0.9516,0.0553,296.5556,26.6697,11
A,Sunday,14:30,79.8889,10.3313,1.4444,2.7092,0.0183,0.0287,0.9151,0.13,300.8289,29.3139,11
A,Sunday,15:00,74.2222,10.6885,1.1111,2.2539,0.0141,0.0261,0.9182,0.1566,300.0844,23.7966,11
A,Sunday,15:30,77.4444,14.833,1.2222,2.6371,0.0156,0.0271,0.9072,0.143,293.7844,34.2931,11
A,Sunday,16:00,76.1111,15.3305,0.0,1.2649,0.0,0.0144,0.9556,0.0584,297.9456,27.9976,11
A,Sunday,16:30,69.1667,9.3691,0.0,0.3162,0.0,0.0047,0.9954,0.0564,277.59,25.8397,11
A,Sunday,17:00,60.3333,7.7678,0.1111,0.63,0.0025,0.0118,0.9961,0.034,293.6211,38.2617,11
A,Sunday,17:30,58.1111,9.5709,0.3333,0.5055,0.0048,0.008,0.9581,0.0475,271.21,28.7139,11
A,Sunday,18:00,41.7778,8.3632,0.1111,0.4113,0.0019,0.0081,0.9891,0.0642,297.5456,25.4449,11
A,Sunday,18:30,34.2222,6.8019,0.2222,0.4701,0.0058,0.0144,0.9949,0.0118,282.9333,34.9157,11
A,Sunday,19:00,28.6667,5.8869,0.0,0.3162,0.0,0.0102,0.9859,0.0375,277.4689,58.3843,11
A,Sunday,19:30,26.0,8.4794,0.1111,0.6685,0.0028,0.0192,0.9839,0.0867,266.4911,46.9228,11
A,Sunday,20:00,24.7778,6.3095,0.1111,0.4113,0.0037,0.0171,0.96,0.0534,293.3433,41.9042,11
A,Sunday,20:30,19.6667,5.6056,0.2222,1.5631,0.0094,0.0543,0.97,0.2086,284.3511,43.8797,11
A,Sunday,21:00,17.3333,6.101,0.3333,1.8499,0.0205,0.0661,0.9609,0.2557,273.9322,38.0828,11
A,Sunday,21:30,13.3333,4.6607,0.0,0.3162,0.0,0.0263,0.9647,0.0705,342.5911,74.8832,11
A,Sunday,22:00,11.7778,6.8709,0.0,0.3162,0.0,0.0226,0.9776,0.0566,281.1756,72.5482,11
A,Sunday,22:30,11.6667,3.7178,1.2222,1.9604,0.1041,0.1379,0.6021,0.2263,261.9878,61.84,11
A,Sunday,23:00,6.3333,4.7211,0.3333,2.0055,0.037,0.2042,0.9206,0.3132,320.2922,127.2281,11
A,Sunday,23:30,6.2222,1.7381,0.1111,0.4113,0.0139,0.0612,0.8607,0.2004,298.0889,89.6176,11
B,Monday,00:00,18.95,5.032,0.25,0.917,0.0153,0.0367,1.0,0.0137,343.1325,107.136,12
B,Monday,00:30,14.9,3.8343,0.0,0.0,0.0,0.0,1.0,0.0,315.54,70.1545,12
B,Monday,01:00,8.1,1.4808,0.0,0.0,0.0,0.0,1.0,0.0,391.218,115.421,12
B,Monday,01:30,4.4,1.5527,0.0,0.0,0.0,0.0,1.0,0.0,396.384,176.0232,12
B,Monday,02:00,4.2,2.654,0.0,0.0,0.0,0.0,1.0,0.0,262.244,124.3187,12
B,Monday,02:30,3.8,1.8993,0.0,0.0,0.0,0.0,1.0,0.0,339.706,383.3525,12
B,Monday,03:00,2.25,1.1844,0.0,0.3333,0.0,0.1667,1.0,0.0,322.0,166.2524,10
B,Monday,03:30,1.6667,1.4907,0.0,0.0,0.0,0.0,1.0,0.0,290.7217,391.4151,8
B,Monday,04:00,2.1111,1.1364,0.0,0.3162,0.0,0.0791,1.0,0.0,275.3889,145.7478,11
B,Monday,04:30,2.1667,1.4584,0.0,0.0,0.0,0.0,1.0,0.0,228.8333,120.4075,8
B,Monday,05:00,1.4444,1.1331,0.0,0.0,0.0,0.0,1.0,0.0791,298.9078,154.0533,11
B,Monday,05:30,2.8,2.5348,0.0,0.0,0.0,0.0,1.0,0.1206,337.072,217.3711,12
B,Monday,06:00,2.7778,1.4828,0.0,0.0,0.0,0.0,1.0,0.0,257.8711,127.708,11
B,Monday,06:30,5.1,2.5463,1.1,1.1489,0.2186,0.1544,0.6624,0.3371,354.385,285.6386,12
B,Monday,07:00,20.1,4.9407,0.1,0.3954,0.0042,0.0169,0.9314,0.0419,275.697,39.8532,12
B,Monday,07:30,33.5,7.9143,0.6,1.4245,0.0181,0.042,0.9419,0.0637,280.272,41.2768,12
B,Monday,08:00,69.6,10.9972,0.3,0.4936,0.0042,0.0075,0.9796,0.0465,277.743,16.8963,12
B,Monday,08:30,110.7,20.3262,1.5,2.2361,0.0139,0.0181,0.9405,0.0788,296.562,23.5561,12
B,Monday,09:00,180.3,14.9833,0.2,0.4553,0.0011,0.0026,0.947,0.0563,304.135,18.2636,12
B,Monday,09:30,226.7,26.5417,0.8,1.0036,0.0037,0.0044,0.9767,0.0437,319.597,27.5956,12
B,Monday,10:00,298.2,18.3107,1.6,2.0073,0.0055,0.0069,0.9525,0.0492,328.764,20.3055,12
B,Monday,10:30,331.0,18.6011,7.6,8.6008,0.0226,0.0247,0.8016,0.1983,338.79,22.4745,12
B,Monday,11:00,366.3,32.4719,2.9,3.31,0.0077,0.0084,0.8652,0.1401,340.532,13.4505,12
B,Monday,11:30,384.2,32.2903,5.6,3.777,0.0141,0.0096,0.8562,0.1072,342.523,14.021,12
B,Monday,12:00,424.7,25.8574,2.7,3.0907,0.0064,0.007,0.8882,0.0828,338.182,16.4362,12
B,Monday,12:30,434.1,25.5623,6.1,8.8386,0.0139,0.0213,0.8385,0.159,346.453,13.9159,12
B,Monday,13:00,452.0,24.606,3.4,3.2658,0.0074,0.0071,0.8469,0.1231,346.155,12.837,12
B,Monday,13:30,458.3,42.2313,8.1,8.012,0.017,0.019,0.8164,0.1675,339.139,20.6758,12
B,Monday,14:00,482.5,36.2855,3.7,22.9463,0.0075,0.0495,0.8716,0.1604,337.783,16.8701,12
B,Monday,14:30,477.8,32.8098,3.8,35.4733,0.0076,0.0794,0.894,0.1488,340.664,10.7632,12
B,Monday,15:00,481.4,29.5643,2.1,21.7275,0.0044,0.043,0.9799,0.1552,343.142,17.6722,12
B,Monday,15:30,484.7,22.4667,1.7,2.5986,0.0035,0.0054,0.9647,0.1002,345.317,23.2413,12
B,Monday,16:00,485.3,31.0036,1.7,1.1552,0.0034,0.0024,0.9712,0.0262,343.673,20.0642,12
B,Monday,16:30,471.3,39.3593,3.3,5.4928,0.0067,0.011,0.9444,0.1226,354.621,19.1007,12
B,Monday,17:00,452.5,28.0438,2.0,2.132,0.0044,0.0046,0.9666,0.0257,349.936,22.0731,12
B,Monday,17:30,426.4,31.1238,1.3,0.9853,0.003,0.0023,0.9709,0.0472,352.523,19.2433,12
B,Monday,18:00,376.9,32.5025,1.8,2.4621,0.0048,0.0053,0.9406,0.0523,353.053,18.636,12
B,Monday,18:30,357.9,26.27,3.5,2.6112,0.0094,0.0066,0.9205,0.1086,342.816,16.0748,12
B,Monday,19:00,321.0,28.5737,3.4,3.2407,0.01,0.0092,0.902,0.0886,355.136,17.4826,12
B,Monday,19:30,297.3,12.0916,2.3,2.5563,0.0077,0.0084,0.9091,0.1065,339.77,22.0407,12
B,Monday,20:00,267.0,18.6694,3.6,4.1068,0.0129,0.0147,0.8775,0.1033,336.574,19.7081,12
B,Monday,20:30,214.7,16.3959,1.3,2.0064,0.006,0.0084,0.9457,0.068,326.975,20.7165,12
B,Monday,21:00,174.4,24.5707,1.6,1.7194,0.0085,0.0082,0.9774,0.041,330.526,25.0955,12
B,Monday,21:30,142.2222,13.2945,0.2222,1.26,0.0015,0.0077,0.9954,0.0789,336.0078,25.5524,11
B,Monday,22:00,112.0,10.6207,0.2222,0.6903,0.0021,0.0064,0.993,0.0097,318.7156,26.4897,11
B,Monday,22:30,88.0,14.9967,0.1111,0.9616,0.0013,0.0107,0.996,0.0089,310.6689,32.2021,11
B,Monday,23:00,64.7778,13.4267,0.1111,0.4113,0.0013,0.0058,0.9858,0.0262,297.7089,23.9675,11
B,Monday,23:30,47.4444,9.2817,0.0,0.0,0.0,0.0,1.0,0.0186,293.8611,42.8222,11
B,Tuesday,00:00,31.5455,8.9783,0.0,0.0,0.0,0.0,0.9977,0.0146,303.5382,61.516,13
B,Tuesday,00:30,22.2727,6.5074,0.0,0.2887,0.0,0.0144,1.0,0.0137,310.0073,63.2642,13
B,Tuesday,01:00,10.3636,2.7892,0.0,0.2887,0.0,0.024,1.0,0.0321,327.0609,110.1724,13
B,Tuesday,01:30,5.6364,2.781,0.0,0.0,0.0,0.0,1.0,0.0,325.9373,301.2689,13
B,Tuesday,02:00,3.4545,1.5114,0.0,0.2887,0.0,0.0413,1.0,0.0,322.9091,145.0072,13
B,Tuesday,02:30,3.1818,0.9875,0.0,0.0,0.0,0.0,1.0,0.0962,359.8155,122.9367,13
B,Tuesday,03:00,2.4545,0.9674,0.0,0.0,0.0,0.0,1.0,0.0962,339.0236,216.5122,13
B,Tuesday,03:30,2.4444,1.1282,0.0,0.0,0.0,0.0,1.0,0.0791,217.3244,84.6693,11
B,Tuesday,04:00,1.4444,0.9461,0.0,0.0,0.0,0.0,1.0,0.0,243.5,142.411,11
B,Tuesday,04:30,2.2222,1.39,0.0,0.0,0.0,0.0,1.0,0.1581,222.2233,84.5461,11
B,Tuesday,05:00,1.5556,1.025,0.0,0.0,0.0,0.0,1.0,0.0,289.0833,247.1287,11
B,Tuesday,05:30,2.4545,1.8144,0.0,0.2887,0.0,0.1443,1.0,0.0,316.5045,108.9891,13
B,Tuesday,06:00,3.9091,1.5744,0.0,0.0,0.0,0.0,1.0,0.0,270.6827,125.7695,13
B,Tuesday,06:30,7.5455,2.0236,1.5455,1.8475,0.2174,0.1965,0.7151,0.2742,312.4891,88.5924,13
B,Tuesday,07:00,22.4545,6.0016,0.2727,0.4818,0.01,0.0216,0.9013,0.0495,263.43,56.5939,13
B,Tuesday,07:30,35.1818,7.8314,0.5455,0.9596,0.0142,0.0231,0.9324,0.1206,291.4445,42.558,13
B,Tuesday,08:00,74.9091,7.1986,0.5455,0.8728,0.0072,0.012,0.9671,0.0484,271.9727,31.2703,13
B,Tuesday,08:30,118.6364,20.2741,1.0909,1.4307,0.0088,0.011,0.9647,0.0433,304.3436,23.1177,13
B,Tuesday,09:00,172.2727,24.4177,0.1818,0.6439,0.0011,0.0039,0.9716,0.0372,301.0818,17.6097,13
B,Tuesday,09:30,222.6364,23.7158,1.1818,3.0659,0.0052,0.0121,0.9525,0.102,321.3218,26.0611,13
B,Tuesday,10:00,270.2727,25.487,0.9091,2.4296,0.003,0.0079,0.9495,0.0995,314.7318,21.9714,13
B,Tuesday,10:30,300.3636,35.208,3.9091,8.5914,0.013,0.0265,0.8508,0.1642,328.9645,16.5422,13
B,Tuesday,11:00,339.2727,31.2983,1.2727,2.2473,0.0037,0.006,0.9456,0.0713,333.6327,11.7233,13
B,Tuesday,11:30,359.6364,33.7712,2.8182,2.8929,0.0076,0.0072,0.9163,0.0898,334.3564,15.9746,13
B,Tuesday,12:00,378.2727,34.2057,1.0909,1.3712,0.0028,0.0038,0.9649,0.0359,343.5073,15.0933,13
B,Tuesday,12:30,392.0,27.1416,2.3636,9.5099,0.0059,0.0253,0.9254,0.1208,344.4282,9.653,13
B,Tuesday,13:00,412.6364,39.1855,2.0,4.4907,0.005,0.0108,0.9521,0.1048,344.1182,14.3822,13
B,Tuesday,13:30,413.0909,29.7707,3.3636,8.3362,0.008,0.0214,0.9277,0.1214,341.9473,19.6489,13
B,Tuesday,14:00,445.4545,21.0019,2.1818,5.4915,0.0049,0.0118,0.9442,0.1002,335.7091,14.9656,13
B,Tuesday,14:30,451.3636,47.0685,1.8182,4.4413,0.0042,0.0091,0.9547,0.0995,345.6555,14.9582,13
B,Tuesday,15:00,455.9091,28.2331,1.1818,2.7712,0.0026,0.0059,0.9715,0.0983,336.1773,15.2756,13
B,Tuesday,15:30,435.5455,28.8045,1.0909,3.2801,0.0025,0.0079,0.9728,0.0737,342.0518,13.1462,13
B,Tuesday,16:00,436.9091,25.9452,1.1818,1.014,0.0027,0.0024,0.9795,0.0772,349.3345,19.0249,13
B,Tuesday,16:30,419.0,34.9213,1.0,1.6583,0.0025,0.0038,0.9719,0.0628,347.3109,19.9107,13
B,Tuesday,17:00,401.6364,43.9793,1.9091,3.0984,0.0047,0.0084,0.9743,0.0672,350.9818,15.482,13
B,Tuesday,17:30,386.7273,23.6524,1.4545,5.6773,0.0038,0.0143,0.9675,0.12,352.1973,20.8835,13
B,Tuesday,18:00,364.0,30.4973,1.7273,4.6585,0.0046,0.0139,0.9219,0.1266,345.2282,15.6222,13
B,Tuesday,18:30,329.2727,27.5207,0.9091,1.4852,0.0027,0.0041,0.9248,0.0713,340.8,17.4922,13
B,Tuesday,19:00,290.8182,26.9791,1.8182,1.6254,0.0061,0.0054,0.9548,0.095,339.7036,18.5889,13
B,Tuesday,19:30,267.0909,24.5559,0.7273,0.9072,0.0028,0.0032,0.9576,0.0539,341.2382,20.4995,13
B,Tuesday,20:00,228.0,16.8053,2.8182,3.1343,0.0123,0.0127,0.8972,0.1092,333.67,21.38,13
B,Tuesday,20:30,198.0909,20.2129,2.1818,1.8622,0.0112,0.0092,0.9474,0.1129,325.73,16.9307,13
B,Tuesday,21:00,158.9091,15.6378,1.0,4.1533,0.0063,0.0219,0.9677,0.1519,327.0818,19.8751,13
B,Tuesday,21:30,132.2727,17.3469,0.5455,1.4396,0.0041,0.0095,0.9905,0.1095,327.3845,28.3198,13
B,Tuesday,22:00,108.0,12.5499,0.7273,1.6064,0.0063,0.014,0.9662,0.0715,332.8109,38.6579,13
B,Tuesday,22:30,84.5455,10.9224,0.4545,1.0572,0.0052,0.0124,0.9776,0.0526,312.0345,30.1995,13
B,Tuesday,23:00,63.6364,8.4718,0.2727,0.6608,0.0041,0.0099,0.9812,0.036,311.1836,32.5706,13
B,Tuesday,23:30,44.4545,6.4135,0.2727,0.6608,0.0068,0.0135,0.9961,0.0123,296.4382,34.065,13
B,Wednesday,00:00,32.0909,7.5999,0.0,0.2887,0.0,0.0085,1.0,0.0193,301.8336,52.7489,13
B,Wednesday,00:30,23.6364,6.5902,0.0,0.0,0.0,0.0,1.0,0.0222,288.6682,59.6537,13
B,Wednesday,01:00,9.9091,3.3419,0.1818,0.4415,0.0177,0.0455,0.9626,0.079,312.3955,86.0102,13
B,Wednesday,01:30,4.7273,2.0257,0.0,0.5774,0.0,0.1443,0.9589,0.1217,280.3955,86.5009,13
B,Wednesday,02:00,2.8182,1.0931,0.0,0.0,0.0,0.0,1.0,0.0,300.8782,95.582,13
B,Wednesday,02:30,3.3636,1.9008,0.0,0.5774,0.0,0.0825,1.0,0.1732,313.4573,174.3366,13
B,Wednesday,03:00,2.5,0.6742,0.0,0.0,0.0,0.0,1.0,0.1508,447.233,293.6509,12
B,Wednesday,03:30,2.4545,1.1266,0.0,0.0,0.0,0.0,1.0,0.0722,255.1818,179.4466,13
B,Wednesday,04:00,2.5,1.1677,0.0,0.3015,0.0,0.1005,1.0,0.0,318.617,169.0851,12
B,Wednesday,04:30,2.3333,0.6498,0.0,0.3162,0.0,0.1581,1.0,0.3162,260.9067,132.1915,11
B,Wednesday,05:00,1.8,1.1473,0.0,0.0,0.0,0.0,1.0,0.0,305.573,909.1329,12
B,Wednesday,05:30,1.7,2.06,0.0,0.0,0.0,0.0,1.0,0.0,314.192,270.9656,12
B,Wednesday,06:00,4.6,2.1934,0.0,0.0,0.0,0.0,1.0,0.0603,313.167,154.7587,12
B,Wednesday,06:30,5.6364,2.9834,1.1818,1.3221,0.2705,0.2899,0.7497,0.3355,281.9514,94.9636,13
B,Wednesday,07:00,23.4545,6.0368,0.0909,0.8841,0.0026,0.0302,0.8949,0.1155,243.8691,64.9579,13
B,Wednesday,07:30,41.7273,8.5704,1.9091,1.8094,0.0479,0.0503,0.8785,0.1172,290.8109,43.959,13
B,Wednesday,08:00,77.6364,12.2854,0.1818,0.4415,0.0022,0.0058,0.9614,0.0331,284.1182,21.8216,13
B,Wednesday,08:30,119.9091,13.1639,1.4545,1.618,0.0114,0.0132,0.9398,0.0454,304.8718,24.5362,13
B,Wednesday,09:00,177.9091,12.1537,0.2727,0.6608,0.0015,0.0037,0.9588,0.0586,302.5436,15.7075,13
B,Wednesday,09:30,234.3636,26.116,1.1818,2.5417,0.0053,0.0095,0.9568,0.0567,309.4318,17.0366,13
B,Wednesday,10:00,273.0909,16.608,1.9091,2.0267,0.0069,0.0077,0.9557,0.0732,314.2273,16.4763,13
B,Wednesday,10:30,297.8182,21.6324,6.9091,7.229,0.0229,0.0253,0.8078,0.1453,331.2582,13.0667,13
B,Wednesday,11:00,340.0909,26.7506,2.4545,6.2088,0.007,0.0176,0.8564,0.1531,333.0409,16.4799,13
B,Wednesday,11:30,367.0,24.6374,3.9091,6.2098,0.0104,0.0159,0.8822,0.1469,333.6855,15.6963,13
B,Wednesday,12:00,389.2727,16.1933,1.0909,6.5071,0.0028,0.0168,0.9657,0.1275,335.2227,10.0044,13
B,Wednesday,12:30,399.0909,23.2189,3.2727,8.823,0.008,0.0222,0.9064,0.1524,341.0236,17.5188,13
B,Wednesday,13:00,408.1818,32.6263,1.7273,9.5424,0.0041,0.0249,0.9512,0.1761,329.6327,16.1801,13
B,Wednesday,13:30,417.6364,27.0128,4.6364,8.5195,0.0108,0.0189,0.9017,0.118,334.8991,13.7806,13
B,Wednesday,14:00,425.0909,22.2917,1.1818,2.1262,0.0026,0.0048,0.9464,0.0686,335.4664,12.2018,13
B,Wednesday,14:30,433.5455,31.9415,1.8182,4.2236,0.0042,0.0094,0.9575,0.1218,346.3964,15.9222,13
