group,day_of_month,interval,mean_call_volume,std_call_volume,mean_abandoned_calls,std_abandoned_calls,mean_abandoned_rate,std_abandoned_rate,mean_service_level,std_service_level,mean_cct,std_cct,n_observations
A,20,00:00,5.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,426.75,294.51,2
A,20,00:30,3.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,222.5,98.2878,2
A,20,01:00,4.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,548.975,227.3702,2
A,20,01:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,146.25,19.4454,2
A,20,02:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,197.0,0.0,1
A,20,02:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.0,1
A,20,03:30,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,305.5,7.7782,2
A,20,04:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88.0,0.0,1
A,20,05:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,151.0,127.2792,2
A,20,06:00,3.5,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,425.95,287.8632,2
A,20,06:30,5.5,0.7071,2.5,3.5355,0.4166,0.5892,0.1,0.1414,555.3,313.5311,2
A,20,07:00,11.5,0.7071,5.5,6.364,0.4621,0.525,0.4,0.5657,380.1,72.9734,2
A,20,07:30,17.5,4.9497,9.0,12.7279,0.4285,0.6061,0.5952,0.3704,304.585,60.691,2
A,20,08:00,60.0,15.5563,2.0,2.8284,0.0281,0.0398,0.7778,0.061,291.59,29.3308,2
A,20,08:30,83.5,7.7782,0.0,0.0,0.0,0.0,0.9078,0.0509,304.345,7.2196,2
A,20,09:00,124.0,7.0711,3.5,3.5355,0.0275,0.0269,0.7885,0.2872,292.345,30.8935,2
A,20,09:30,152.5,0.7071,3.0,2.8284,0.0197,0.0185,0.8752,0.1579,310.885,17.0059,2
A,20,10:00,170.0,39.598,4.0,4.2426,0.0212,0.0201,0.8246,0.2481,334.725,47.2559,2
A,20,10:30,194.5,36.0624,2.0,1.4142,0.0112,0.0094,0.8884,0.1319,331.96,19.1767,2
A,20,11:00,208.5,2.1213,0.0,0.0,0.0,0.0,0.9762,0.0337,328.98,9.7864,2
A,20,11:30,230.5,6.364,1.5,0.7071,0.0066,0.0032,0.987,0.0058,326.335,2.1001,2
A,20,12:00,221.5,12.0208,1.5,0.7071,0.0067,0.0028,0.9726,0.0078,312.375,6.6539,2
A,20,12:30,228.5,4.9497,1.0,1.4142,0.0043,0.0061,0.9022,0.1322,342.06,43.8689,2
A,20,13:00,221.0,22.6274,1.5,0.7071,0.0066,0.0025,0.9708,0.0067,321.51,11.936,2
A,20,13:30,231.5,0.7071,0.5,0.7071,0.0022,0.003,0.8957,0.1293,339.89,6.166,2
A,20,14:00,228.5,4.9497,0.0,0.0,0.0,0.0,0.9626,0.0163,333.785,1.7041,2
A,20,14:30,238.0,18.3848,1.0,1.4142,0.004,0.0057,0.967,0.0215,321.595,15.1816,2
A,20,15:00,236.0,2.8284,1.5,2.1213,0.0063,0.0089,0.9489,0.0662,318.745,12.0703,2
A,20,15:30,231.5,3.5355,1.5,0.7071,0.0065,0.0031,0.9678,0.0455,348.945,5.6781,2
A,20,16:00,248.5,36.0624,1.0,1.4142,0.0045,0.0064,0.9832,0.0083,334.325,39.0535,2
A,20,16:30,220.5,0.7071,0.5,0.7071,0.0023,0.0032,0.9932,0.0033,326.545,12.2966,2
A,20,17:00,188.0,8.4853,0.0,0.0,0.0,0.0,0.9835,0.0233,321.405,16.9493,2
A,20,17:30,173.0,4.2426,1.0,1.4142,0.0059,0.0083,0.9317,0.0886,330.015,22.1395,2
A,20,18:00,164.0,11.3137,0.0,0.0,0.0,0.0,0.965,0.0412,327.2,48.7055,2
A,20,18:30,116.5,21.9203,0.5,0.7071,0.0049,0.007,0.955,0.0636,371.235,4.9851,2
A,20,19:00,85.5,16.2635,1.0,0.0,0.0119,0.0023,0.9742,0.0217,368.81,5.1195,2
A,20,19:30,65.0,21.2132,0.5,0.7071,0.0063,0.0088,0.9673,0.0104,336.7,50.4026,2
A,20,20:00,57.5,6.364,1.5,0.7071,0.0269,0.0153,0.9248,0.06,383.025,41.9809,2
A,20,20:30,53.5,7.7782,2.0,0.0,0.0378,0.0055,0.8379,0.1677,288.185,31.8976,2
A,20,21:00,45.0,2.8284,1.5,0.7071,0.033,0.0136,0.7873,0.2335,260.53,14.0149,2
A,20,21:30,26.0,5.6569,0.0,0.0,0.0,0.0,0.95,0.0707,318.14,54.0088,2
A,20,22:00,25.5,0.7071,0.5,0.7071,0.02,0.0283,0.9584,0.0589,324.2,17.5787,2
A,20,22:30,17.0,2.8284,4.0,0.0,0.2386,0.0397,0.5182,0.1672,332.155,84.1669,2
A,20,23:00,9.5,0.7071,1.0,0.0,0.1056,0.0078,0.6041,0.383,293.515,49.8722,2
A,20,23:30,12.0,4.2426,3.5,4.9497,0.2334,0.33,0.4445,0.6285,324.925,29.2813,2
A,21,00:00,3.0,3.5355,0.0,0.7071,0.0,0.0884,1.0,0.202,199.67,76.372,3
A,21,00:30,4.0,3.1623,0.0,0.0,0.0,0.0,1.0,0.1768,234.75,135.3067,3
A,21,01:00,3.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,155.5,30.1978,3
A,21,01:30,3.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,255.625,43.3103,2
A,21,02:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.0,132.835,3
A,21,02:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,231.75,202.5861,2
A,21,03:00,0.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243.2447,3
A,21,03:30,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,201.0,117.0342,3
A,21,04:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,188.0,31.1127,2
A,21,04:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,284.0,0.0,1
A,21,05:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,309.5,194.4544,2
A,21,05:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,275.5,187.3833,2
A,21,06:00,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,178.0,138.067,3
A,21,06:30,4.0,1.4142,1.0,1.0,0.25,0.1863,0.6667,0.2635,264.0,78.9155,3
A,21,07:00,3.0,2.1213,0.0,0.0,0.0,0.0,0.8333,0.3727,200.33,101.4575,3
A,21,07:30,10.0,5.7009,0.0,0.0,0.0,0.0,0.8,0.255,274.17,97.6872,3
A,21,08:00,39.0,7.9057,1.0,1.5811,0.0256,0.0351,0.9268,0.0565,277.93,34.9322,3
A,21,08:30,68.0,28.5044,0.0,3.5355,0.0,0.0364,1.0,0.3305,336.19,54.8166,3
A,21,09:00,98.0,28.0179,1.0,1.0,0.0102,0.0146,0.9381,0.0389,271.75,14.7576,3
A,21,09:30,140.0,40.0,1.0,0.0,0.0071,0.0034,0.9639,0.063,330.12,62.9784,3
A,21,10:00,169.0,51.4004,1.0,0.7071,0.0056,0.0052,0.927,0.0295,295.54,28.2362,3
A,21,10:30,203.0,63.4114,0.0,2.8284,0.0,0.0139,0.9206,0.0359,292.67,16.7378,3
A,21,11:00,190.0,49.1172,1.0,0.7071,0.0053,0.0041,0.9156,0.034,315.93,22.1415,3
A,21,11:30,200.0,53.6004,0.0,1.4142,0.0,0.0105,0.9699,0.0263,306.27,38.1882,3
A,21,12:00,211.0,35.7841,4.0,3.1623,0.024,0.0173,0.8585,0.1001,332.0,46.301,3
A,21,12:30,201.0,19.2094,3.0,5.831,0.0149,0.0349,0.8939,0.1475,323.06,17.7729,3
A,21,13:00,228.0,55.1044,2.0,2.1213,0.0132,0.0062,0.8938,0.1276,310.42,23.7085,3
A,21,13:30,211.0,36.9121,1.0,7.1063,0.0059,0.0283,0.8929,0.1701,310.64,34.8853,3
A,21,14:00,206.0,50.2195,3.0,3.0,0.0221,0.0164,0.9549,0.1107,320.2,32.8949,3
A,21,14:30,198.0,55.5023,3.0,22.0227,0.0195,0.0789,0.8808,0.3897,326.86,20.8729,3
A,21,15:00,210.0,39.9249,0.0,2.8284,0.0,0.0122,0.9367,0.172,307.14,26.2806,3
A,21,15:30,231.0,63.6553,2.0,1.5811,0.013,0.0092,0.8283,0.1113,306.63,35.3354,3
A,21,16:00,200.0,69.7316,1.0,1.0,0.004,0.0099,0.925,0.0578,345.23,5.0259,3
A,21,16:30,177.0,44.0284,0.0,0.7071,0.0,0.0034,0.9774,0.0092,338.25,25.2291,3
A,21,17:00,171.0,31.0886,2.0,2.9155,0.0117,0.025,0.9763,0.3056,304.91,9.1789,3
A,21,17:30,144.0,34.1248,0.0,2.1213,0.0,0.0204,0.9766,0.0831,328.17,37.2925,3
A,21,18:00,154.0,43.8634,0.0,2.8284,0.0,0.0181,0.9934,0.019,335.88,12.9031,3
A,21,18:30,98.0,22.2036,1.0,1.5811,0.0137,0.0128,0.9722,0.1111,354.93,44.2945,3
A,21,19:00,74.0,24.1661,0.0,0.0,0.0,0.0,0.9906,0.0606,354.55,59.6506,3
A,21,19:30,65.0,10.1242,0.0,0.7071,0.0,0.0136,1.0,0.1525,281.41,71.2511,3
A,21,20:00,45.0,8.6023,0.0,0.0,0.0,0.0,1.0,0.0,289.12,16.6576,3
A,21,20:30,36.0,8.5147,0.0,0.0,0.0,0.0,1.0,0.0314,338.0,47.9142,3
A,21,21:00,33.0,9.2195,0.0,0.0,0.0,0.0,0.95,0.12,333.12,16.4087,3
A,21,21:30,22.0,2.2361,3.0,3.5355,0.12,0.1731,0.7143,0.2033,298.64,78.7753,3
A,21,22:00,20.0,4.4721,0.0,1.4142,0.0,0.0643,0.95,0.1118,449.95,150.5932,3
A,21,22:30,7.0,3.6056,0.0,0.7071,0.0,0.101,0.8333,0.2635,418.0,88.2908,3
A,21,23:00,9.0,3.5355,0.0,2.1213,0.0,0.1632,0.8889,0.286,282.7,63.3678,3
A,21,23:30,2.0,7.1063,0.0,0.7071,0.0,0.0589,1.0,0.1286,321.5,123.0394,3
A,22,00:00,1.0,4.9497,0.0,0.0,0.0,0.0,1.0,0.0884,570.0,1564.7217,3
A,22,00:30,3.0,2.5495,0.0,0.0,0.0,0.0,1.0,0.0,239.0,243.8472,3
A,22,01:00,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,205.0,201.8604,3
A,22,01:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.5,40.3051,2
A,22,02:00,1.5,0.7071,0.0,0.0,0.0,0.0,0.75,0.3536,184.0,46.669,2
A,22,02:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,262.0,173.9483,2
A,22,03:00,1.5,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,115.335,163.1083,2
A,22,03:30,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,1317.0,935.5828,3
A,22,04:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,313.0,0.0,1
A,22,04:30,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,182.0,0.0,1
A,22,05:00,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,190.5,0.0,1
A,22,05:30,3.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,208.33,197.2487,3
A,22,06:00,2.0,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,346.0,148.2553,3
A,22,06:30,4.0,2.8284,1.0,0.7071,0.25,0.1768,0.3333,0.5271,196.0,445.2049,3
A,22,07:00,5.0,5.0,0.0,0.7071,0.0,0.0589,0.9091,0.2278,330.82,113.079,3
A,22,07:30,8.0,5.0,0.0,0.7071,0.0,0.0472,0.8571,0.3033,389.5,91.2054,3
A,22,08:00,42.0,24.5967,0.0,0.0,0.0,0.0,0.8491,0.1103,265.6,33.6492,3
A,22,08:30,71.0,43.6177,0.0,0.0,0.0,0.0,1.0,0.0498,294.42,75.8657,3
A,22,09:00,112.0,71.218,0.0,0.7071,0.0,0.0063,0.9919,0.0519,308.18,74.0186,3
A,22,09:30,132.0,81.1326,0.0,0.0,0.0,0.0,0.9848,0.1214,348.42,79.0942,3
A,22,10:00,161.0,97.591,0.0,0.7071,0.0,0.0044,0.9813,0.0452,331.49,21.3036,3
A,22,10:30,180.0,106.7169,0.0,0.7071,0.0,0.0035,1.0,0.0975,307.04,22.0551,3
A,22,11:00,200.0,120.2601,0.0,0.0,0.0,0.0,0.9854,0.011,323.31,28.6612,3
A,22,11:30,177.0,112.2943,0.0,0.7071,0.0,0.004,0.991,0.0066,311.06,4.4011,3
A,22,12:00,220.0,129.1898,0.0,1.4142,0.0,0.0064,0.9862,0.0198,298.11,28.8757,3
A,22,12:30,205.0,117.4436,0.0,0.7071,0.0,0.0035,0.9911,0.1152,309.28,9.273,3
A,22,13:00,196.0,85.595,1.0,2.2361,0.0045,0.0332,0.9189,0.1135,306.1,39.1665,3
A,22,13:30,182.0,83.0963,2.0,2.0,0.0207,0.0163,0.9524,0.0635,313.42,5.3032,3
A,22,14:00,221.0,100.8018,1.0,3.6056,0.0125,0.0124,0.8608,0.1366,342.49,22.3021,3
A,22,14:30,211.0,89.1768,3.0,2.2361,0.0171,0.0173,0.9621,0.1332,330.01,8.3691,3
A,22,15:00,232.0,119.5512,0.0,0.7071,0.0,0.0028,0.976,0.0148,340.65,34.5303,3
A,22,15:30,202.0,88.1618,0.0,0.7071,0.0,0.0033,0.9851,0.035,313.01,20.7339,3
A,22,16:00,204.0,105.6835,0.0,1.4142,0.0,0.0062,0.9825,0.0163,331.55,26.3355,3
A,22,16:30,218.0,111.3036,0.0,0.0,0.0,0.0,0.9954,0.0088,297.45,23.4154,3
A,22,17:00,176.0,82.6196,1.0,0.7071,0.0053,0.0038,0.9886,0.0106,327.24,12.4278,3
A,22,17:30,150.0,63.7064,1.0,0.7071,0.0067,0.0083,0.9634,0.0567,322.64,31.9697,3
A,22,18:00,149.0,77.8974,0.0,1.0607,0.0,0.0064,0.9487,0.0777,323.72,8.491,3
A,22,18:30,121.0,66.668,2.0,1.4142,0.0165,0.0117,0.8403,0.1134,321.49,61.8031,3
A,22,19:00,90.0,36.7764,0.0,0.0,0.0,0.0,0.989,0.0596,309.38,48.1477,3
A,22,19:30,61.0,20.1246,0.0,1.4142,0.0,0.0416,0.9532,0.1671,365.1,56.8918,3
A,22,20:00,46.0,18.3984,1.0,1.0,0.0179,0.0221,0.9152,0.0609,310.4,44.3372,3
A,22,20:30,42.0,19.3003,0.0,0.0,0.0,0.0,0.9783,0.0239,293.85,69.2447,3
A,22,21:00,28.0,11.3137,0.0,0.7071,0.0,0.0589,1.0,0.0505,320.0,42.9222,3
A,22,21:30,22.0,8.544,0.0,0.0,0.0,0.0,0.9697,0.0294,302.55,46.9866,3
A,22,22:00,10.0,7.6158,0.0,0.0,0.0,0.0,1.0,0.0,284.83,68.798,3
A,22,22:30,15.0,3.8079,4.0,2.2361,0.2667,0.1195,0.75,0.4389,261.25,44.077,3
A,22,23:00,12.0,7.9057,0.0,0.7071,0.0,0.0589,0.8235,0.2892,411.27,117.9243,3
A,22,23:30,8.0,5.0,0.0,0.7071,0.0,0.0884,1.0,0.3031,214.0,56.233,3
A,23,00:00,5.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,253.8,99.3966,3
A,23,00:30,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,278.5,210.4605,3
A,23,01:00,2.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,288.5,221.6337,3
A,23,01:30,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,277.0,251.8903,3
A,23,02:00,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,284.0,160.1125,3
A,23,02:30,1.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,296.0,565.317,3
A,23,03:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,712.0,0.0,1
A,23,03:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118.0,131.5219,2
A,23,04:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,817.0,0.0,1
A,23,04:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,261.0,0.0,1
A,23,05:00,2.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,303.835,298.1657,2
A,23,05:30,1.0,0.7071,1.0,0.7071,0.5,0.5,1.0,0.0,182.8,708.2333,3
A,23,06:00,3.5,3.5355,0.5,0.7071,0.0834,0.1179,0.9,0.1414,463.0,369.1097,2
A,23,06:30,2.5,3.5355,1.5,2.1213,0.3,0.4243,0.5,0.7071,85.5,120.9153,2
A,23,07:00,7.0,2.5495,0.0,2.8284,0.0,0.3142,0.25,0.1786,289.29,130.0641,3
A,23,07:30,14.0,31.8512,1.0,4.3012,0.0833,0.064,0.6429,0.2641,275.5,205.5928,3
A,23,08:00,54.0,19.3003,0.0,1.4142,0.0,0.0181,0.8704,0.1432,295.01,10.4125,3
A,23,08:30,78.0,28.3637,0.0,0.7071,0.0,0.006,0.9487,0.0363,322.95,18.4094,3
A,23,09:00,126.0,25.0,1.0,1.5811,0.0079,0.0097,0.96,0.1233,332.72,5.0568,3
A,23,09:30,159.0,31.0,1.0,1.0,0.0053,0.0064,0.8981,0.0993,324.83,22.8271,3
A,23,10:00,186.0,21.0238,1.0,2.8284,0.0054,0.0175,0.8261,0.0907,346.67,22.2421,3
A,23,10:30,218.0,11.7686,2.0,4.4721,0.0092,0.019,0.9769,0.1198,337.27,34.5448,3
A,23,11:00,230.0,6.0,1.0,0.7071,0.0045,0.003,1.0,0.0931,320.29,0.508,3
A,23,11:30,236.0,29.5042,0.0,0.0,0.0,0.0,0.9962,0.0843,313.86,33.4606,3
A,23,12:00,209.0,21.783,1.0,1.5811,0.0048,0.0065,0.9471,0.0453,301.76,13.344,3
A,23,12:30,219.0,45.3486,1.0,2.2361,0.0048,0.0101,0.9078,0.028,309.75,12.0001,3
A,23,13:00,245.0,41.2311,1.0,0.7071,0.0037,0.0026,0.9812,0.1868,314.79,26.4852,3
A,23,13:30,264.0,29.6985,0.0,9.8995,0.0,0.0375,0.9865,0.2253,319.75,24.7278,3
A,23,14:00,236.0,30.0416,0.0,0.0,0.0,0.0,0.9961,0.183,342.24,11.0287,3
A,23,14:30,216.0,26.163,1.0,0.7071,0.0049,0.0022,0.8571,0.0977,324.82,38.2382,3
A,23,15:00,228.0,19.105,2.0,6.5192,0.0088,0.0312,0.815,0.132,313.91,16.1787,3
A,23,15:30,212.0,48.9541,3.0,11.5109,0.0107,0.0563,0.9314,0.384,337.38,22.4306,3
A,23,16:00,231.0,3.0,0.0,0.7071,0.0,0.0031,0.9829,0.2061,315.88,17.138,3
A,23,16:30,220.0,44.9222,0.0,0.7071,0.0,0.0032,0.9224,0.0498,315.26,18.4982,3
A,23,17:00,163.0,34.0074,1.0,2.2361,0.0047,0.0144,0.9762,0.1389,331.53,32.4799,3
A,23,17:30,161.0,33.86,0.0,0.7071,0.0,0.0035,0.9455,0.0389,351.87,11.0731,3
A,23,18:00,157.0,9.434,0.0,0.7071,0.0,0.0045,0.9497,0.0571,321.32,26.7044,3
A,23,18:30,137.0,51.9711,2.0,2.2361,0.0146,0.0096,0.9111,0.1103,345.55,22.2064,3
A,23,19:00,83.0,23.5053,0.0,0.7071,0.0,0.01,0.988,0.0421,390.17,78.669,3
A,23,19:30,58.0,12.7475,2.0,1.5811,0.0263,0.0259,1.0,0.1286,392.01,48.0954,3
A,23,20:00,47.0,8.7464,0.0,0.7071,0.0,0.0151,0.9492,0.1232,307.43,35.2529,3
A,23,20:30,32.0,23.3452,0.0,0.7071,0.0,0.0109,0.875,0.1014,311.48,56.7314,3
A,23,21:00,26.0,14.2127,0.0,3.5355,0.0,0.136,0.9565,0.0032,347.07,56.0156,3
A,23,21:30,23.0,2.9155,0.0,1.4142,0.0,0.0589,1.0,0.0322,323.59,71.2889,3
A,23,22:00,19.0,16.5076,0.0,0.0,0.0,0.0,1.0,0.0,300.69,225.7461,3
A,23,22:30,11.0,5.3852,1.0,2.8284,0.125,0.2381,0.5,0.31,330.35,106.616,3
A,23,23:00,18.0,9.3005,2.0,3.8079,0.1111,0.1863,0.4,0.172,306.94,167.2312,3
A,23,23:30,10.0,3.0,0.0,0.7071,0.0,0.101,0.9231,0.0568,260.67,41.0534,3
A,24,00:00,6.0,3.5355,0.0,0.0,0.0,0.0,1.0,0.0,199.5,220.0051,3
A,24,00:30,1.0,2.8284,0.0,0.0,0.0,0.0,1.0,0.0,392.0,205.8233,3
A,24,01:00,2.5,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,136.125,85.0296,2
A,24,01:30,1.0,0.7071,0.0,0.7071,0.0,0.3536,1.0,0.0,151.0,101.2126,3
A,24,02:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,316.5,0.0,1
A,24,02:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,442.0,182.4335,2
A,24,03:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,815.0,664.6804,2
A,24,03:30,1.0,1.5811,0.0,0.7071,0.0,0.7071,1.0,0.0,73.33,59.9917,3
A,24,04:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,354.0,0.0,1
A,24,04:30,0.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,99.5,140.7142,2
A,24,05:00,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,259.5,54.4472,2
A,24,05:30,2.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,251.5,1107.6295,3
A,24,06:00,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,118.0,41.2193,3
A,24,06:30,2.0,0.7071,0.0,0.0,0.0,0.0,0.5,0.5,398.5,67.4546,3
A,24,07:00,8.0,1.0,0.0,0.7071,0.0,0.0786,0.75,0.1164,214.38,15.6309,3
A,24,07:30,18.0,37.5033,3.0,2.1213,0.0423,0.1069,0.8676,0.179,328.62,103.8633,3
A,24,08:00,43.0,17.1026,0.0,3.5355,0.0,0.0552,0.9535,0.3627,238.21,72.491,3
A,24,08:30,71.0,32.871,0.0,1.4142,0.0,0.0123,0.9107,0.2633,286.23,46.6935,3
A,24,09:00,99.0,38.6264,0.0,1.4142,0.0,0.0095,0.9252,0.0502,317.35,30.3769,3
A,24,09:30,135.0,53.5023,2.0,1.5811,0.0148,0.0105,0.9506,0.1526,301.63,42.5781,3
A,24,10:00,151.0,38.9166,0.0,0.7071,0.0,0.0046,1.0,0.1349,276.4,7.7179,3
A,24,10:30,191.0,47.4236,3.0,2.1213,0.014,0.0119,0.8626,0.0903,309.19,7.3488,3
A,24,11:00,189.0,45.9184,2.0,0.7071,0.01,0.0054,0.9919,0.0361,304.23,13.2777,3
A,24,11:30,213.0,52.3307,2.0,2.2361,0.0144,0.0094,0.823,0.1266,326.58,12.2257,3
A,24,12:00,220.0,45.9674,1.0,2.1213,0.0045,0.0151,0.7991,0.1831,327.16,13.0581,3
A,24,12:30,209.0,37.343,1.0,1.0,0.0044,0.0066,0.9822,0.1905,313.44,11.8942,3
A,24,13:00,205.0,30.8707,0.0,0.0,0.0,0.0,0.9854,0.0891,328.96,4.8698,3
A,24,13:30,215.0,51.1713,0.0,4.2426,0.0,0.0185,0.9792,0.1352,283.04,34.825,3
A,24,14:00,218.0,50.3835,0.0,2.1213,0.0,0.0098,0.932,0.0539,338.0,35.8398,3
A,24,14:30,207.0,40.3113,1.0,0.7071,0.0048,0.0036,0.9735,0.0377,309.29,27.0921,3
A,24,15:00,188.0,36.0139,0.0,2.1213,0.0,0.0113,0.915,0.0812,310.88,35.8268,3
A,24,15:30,214.0,29.129,0.0,0.0,0.0,0.0,0.9884,0.0814,312.14,23.5597,3
A,24,16:00,200.0,50.6952,5.0,4.5277,0.0212,0.0225,0.8182,0.1408,316.52,7.1271,3
A,24,16:30,219.0,57.9871,1.0,5.7009,0.0073,0.0245,0.9191,0.1718,339.88,7.5906,3
A,24,17:00,185.0,54.4518,2.0,1.5811,0.0161,0.0115,0.8868,0.0877,311.17,39.3747,3
A,24,17:30,132.0,25.7391,1.0,1.0,0.0097,0.0079,0.9308,0.0463,303.97,14.7902,3
A,24,18:00,129.0,44.0454,0.0,0.0,0.0,0.0,0.9298,0.0387,344.02,25.6144,3
A,24,18:30,82.0,42.901,1.0,1.0,0.0122,0.0087,0.9452,0.0734,301.86,12.0663,3
A,24,19:00,70.0,13.7295,0.0,0.0,0.0,0.0,0.9714,0.1255,329.11,17.6955,3
A,24,19:30,45.0,22.6716,0.0,0.0,0.0,0.0,0.9767,0.0315,286.16,31.3535,3
A,24,20:00,47.0,9.9247,0.0,0.7071,0.0,0.0147,1.0,0.0,311.34,47.2236,3
A,24,20:30,40.0,10.7935,0.0,0.0,0.0,0.0,0.8519,0.1047,340.46,68.1923,3
A,24,21:00,22.0,12.3491,0.0,0.7071,0.0,0.0186,1.0,0.0573,249.64,27.767,3
A,24,21:30,17.0,5.099,0.0,0.7071,0.0,0.0308,1.0,0.0322,316.54,71.9035,3
A,24,22:00,9.0,14.4222,0.0,0.0,0.0,0.0,1.0,0.0,270.4,12.7909,3
A,24,22:30,11.0,0.7071,1.0,0.7071,0.1,0.0582,0.5,0.3727,278.11,105.1601,3
A,24,23:00,12.0,2.0,1.0,1.4142,0.1,0.0817,0.6667,0.2186,456.73,140.3811,3
A,24,23:30,7.0,3.5355,0.0,0.0,0.0,0.0,0.7,0.2134,242.0,74.5889,3
A,25,00:00,3.0,2.8284,0.0,0.7071,0.0,0.2357,1.0,0.0,276.0,49.308,3
A,25,00:30,1.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.7071,767.67,509.2737,3
A,25,01:00,1.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.7071,540.67,538.1801,3
A,25,01:30,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,636.5,0.0,1
A,25,02:00,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,258.0,67.8823,2
A,25,02:30,1.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,307.33,107.7146,3
A,25,03:00,1.5,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,271.835,384.4327,2
A,25,03:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,326.0,248.9016,2
A,25,04:00,1.5,0.7071,0.5,0.7071,0.5,0.7071,1.0,0.0,140.5,26.163,2
A,25,04:30,2.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,695.665,619.8993,2
A,25,05:00,2.0,2.2361,0.0,0.0,0.0,0.0,1.0,0.0,350.2,111.8211,3
A,25,05:30,2.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,651.835,618.2447,2
A,25,06:00,1.0,3.5355,0.0,0.7071,0.0,0.1179,1.0,0.0,214.0,76.5564,3
A,25,06:30,2.0,1.4142,1.0,0.7071,0.25,0.25,0.6667,0.5271,219.5,71.7714,3
A,25,07:00,9.0,2.2361,0.0,1.4142,0.0,0.1414,1.0,0.3536,227.5,48.4359,3
A,25,07:30,13.0,6.7082,0.0,1.4142,0.0,0.0884,0.9231,0.1573,382.25,21.3039,3
A,25,08:00,36.0,23.5372,1.0,0.7071,0.0185,0.0764,0.8889,0.069,258.17,16.1246,3
A,25,08:30,73.0,46.0109,0.0,1.4142,0.0,0.0186,0.8784,0.0667,285.13,49.0491,3
A,25,09:00,102.0,64.622,0.0,4.2426,0.0,0.0308,0.9902,0.3199,300.21,92.3554,3
