group,Date,day_of_week,interval,interval_cct
A,2025-08-29,Friday,10:00,319.51
A,2025-08-29,Friday,10:30,321.29
A,2025-08-29,Friday,11:00,320.3
A,2025-08-29,Friday,11:30,324.41
A,2025-08-29,Friday,12:00,309.95
A,2025-08-29,Friday,12:30,324.33
A,2025-08-29,Friday,13:00,331.06
A,2025-08-29,Friday,13:30,325.63
A,2025-08-29,Friday,14:00,316.99
A,2025-08-29,Friday,14:30,329.43
A,2025-08-29,Friday,15:00,315.02
A,2025-08-29,Friday,15:30,324.75
A,2025-08-29,Friday,16:00,333.6
A,2025-08-29,Friday,16:30,330.1
A,2025-08-29,Friday,17:00,329.89
A,2025-08-29,Friday,17:30,327.85
A,2025-08-29,Friday,18:00,322.72
A,2025-08-29,Friday,18:30,345.44
A,2025-08-29,Friday,19:00,347.89
A,2025-08-29,Friday,19:30,327.53
A,2025-08-29,Friday,20:00,333.45
A,2025-08-29,Friday,20:30,305.87
A,2025-08-29,Friday,21:00,331.55
A,2025-08-29,Friday,21:30,321.36
A,2025-08-29,Friday,22:00,321.5
A,2025-08-29,Friday,22:30,327.7
A,2025-08-29,Friday,23:00,327.7
A,2025-08-29,Friday,23:30,327.7
A,2025-08-30,Saturday,00:00,318.39
A,2025-08-30,Saturday,00:30,318.39
A,2025-08-30,Saturday,01:00,318.39
A,2025-08-30,Saturday,01:30,318.39
A,2025-08-30,Saturday,02:00,318.39
A,2025-08-30,Saturday,02:30,318.39
A,2025-08-30,Saturday,03:00,318.39
A,2025-08-30,Saturday,03:30,318.39
A,2025-08-30,Saturday,04:00,318.39
A,2025-08-30,Saturday,04:30,318.39
A,2025-08-30,Saturday,05:00,318.39
A,2025-08-30,Saturday,05:30,318.39
A,2025-08-30,Saturday,06:00,318.39
A,2025-08-30,Saturday,06:30,318.39
A,2025-08-30,Saturday,07:00,318.39
A,2025-08-30,Saturday,07:30,318.39
A,2025-08-30,Saturday,08:00,255.57
A,2025-08-30,Saturday,08:30,283.03
A,2025-08-30,Saturday,09:00,281.35
A,2025-08-30,Saturday,09:30,277.03
A,2025-08-30,Saturday,10:00,294.27
A,2025-08-30,Saturday,10:30,292.85
A,2025-08-30,Saturday,11:00,301.1
A,2025-08-30,Saturday,11:30,296.57
A,2025-08-30,Saturday,12:00,301.38
A,2025-08-30,Saturday,12:30,303.01
A,2025-08-30,Saturday,13:00,306.16
A,2025-08-30,Saturday,13:30,307.91
A,2025-08-30,Saturday,14:00,313.16
A,2025-08-30,Saturday,14:30,308.81
A,2025-08-30,Saturday,15:00,306.69
A,2025-08-30,Saturday,15:30,311.66
A,2025-08-30,Saturday,16:00,325.32
A,2025-08-30,Saturday,16:30,296.35
A,2025-08-30,Saturday,17:00,309.01
A,2025-08-30,Saturday,17:30,316.18
A,2025-08-30,Saturday,18:00,321.77
A,2025-08-30,Saturday,18:30,330.17
A,2025-08-30,Saturday,19:00,321.0
A,2025-08-30,Saturday,19:30,328.47
A,2025-08-30,Saturday,20:00,297.14
A,2025-08-30,Saturday,20:30,276.41
A,2025-08-30,Saturday,21:00,295.02
A,2025-08-30,Saturday,21:30,297.16
A,2025-08-30,Saturday,22:00,318.39
A,2025-08-30,Saturday,22:30,318.39
A,2025-08-30,Saturday,23:00,318.39
A,2025-08-30,Saturday,23:30,318.39
A,2025-08-31,Sunday,00:00,305.91
A,2025-08-31,Sunday,00:30,305.91
A,2025-08-31,Sunday,01:00,305.91
A,2025-08-31,Sunday,01:30,305.91
A,2025-08-31,Sunday,02:00,305.91
A,2025-08-31,Sunday,02:30,305.91
A,2025-08-31,Sunday,03:00,305.91
A,2025-08-31,Sunday,03:30,305.91
A,2025-08-31,Sunday,04:00,305.91
A,2025-08-31,Sunday,04:30,0.0
A,2025-08-31,Sunday,05:00,305.91
A,2025-08-31,Sunday,05:30,305.91
A,2025-08-31,Sunday,06:00,305.91
A,2025-08-31,Sunday,06:30,305.91
A,2025-08-31,Sunday,07:00,305.91
A,2025-08-31,Sunday,07:30,305.91
A,2025-08-31,Sunday,08:00,305.91
A,2025-08-31,Sunday,08:30,305.91
A,2025-08-31,Sunday,09:00,235.77
A,2025-08-31,Sunday,09:30,300.25
A,2025-08-31,Sunday,10:00,288.87
A,2025-08-31,Sunday,10:30,279.54
A,2025-08-31,Sunday,11:00,278.12
A,2025-08-31,Sunday,11:30,296.58
A,2025-08-31,Sunday,12:00,281.36
A,2025-08-31,Sunday,12:30,287.6
A,2025-08-31,Sunday,13:00,294.03
A,2025-08-31,Sunday,13:30,283.69
A,2025-08-31,Sunday,14:00,297.07
A,2025-08-31,Sunday,14:30,301.87
A,2025-08-31,Sunday,15:00,300.48
A,2025-08-31,Sunday,15:30,294.4
A,2025-08-31,Sunday,16:00,300.71
A,2025-08-31,Sunday,16:30,283.52
A,2025-08-31,Sunday,17:00,296.4
A,2025-08-31,Sunday,17:30,277.35
A,2025-08-31,Sunday,18:00,294.85
A,2025-08-31,Sunday,18:30,287.96
A,2025-08-31,Sunday,19:00,284.98
A,2025-08-31,Sunday,19:30,273.97
A,2025-08-31,Sunday,20:00,296.79
A,2025-08-31,Sunday,20:30,290.68
A,2025-08-31,Sunday,21:00,275.22
A,2025-08-31,Sunday,21:30,331.83
A,2025-08-31,Sunday,22:00,305.91
A,2025-08-31,Sunday,22:30,305.91
A,2025-08-31,Sunday,23:00,305.91
A,2025-08-31,Sunday,23:30,305.91
B,2025-08-01,Friday,00:00,321.01
B,2025-08-01,Friday,00:30,300.28
B,2025-08-01,Friday,01:00,382.31
B,2025-08-01,Friday,01:30,362.1
B,2025-08-01,Friday,02:00,362.1
B,2025-08-01,Friday,02:30,362.1
B,2025-08-01,Friday,03:00,362.1
B,2025-08-01,Friday,03:30,362.1
B,2025-08-01,Friday,04:00,362.1
B,2025-08-01,Friday,04:30,362.1
B,2025-08-01,Friday,05:00,362.1
B,2025-08-01,Friday,05:30,362.1
B,2025-08-01,Friday,06:00,362.1
B,2025-08-01,Friday,06:30,362.1
B,2025-08-01,Friday,07:00,253.35
B,2025-08-01,Friday,07:30,278.53
B,2025-08-01,Friday,08:00,278.58
B,2025-08-01,Friday,08:30,300.56
B,2025-08-01,Friday,09:00,314.59
B,2025-08-01,Friday,09:30,322.25
B,2025-08-01,Friday,10:00,332.31
B,2025-08-01,Friday,10:30,329.57
B,2025-08-01,Friday,11:00,333.78
B,2025-08-01,Friday,11:30,346.31
B,2025-08-01,Friday,12:00,334.96
B,2025-08-01,Friday,12:30,346.38
B,2025-08-01,Friday,13:00,337.18
B,2025-08-01,Friday,13:30,335.63
B,2025-08-01,Friday,14:00,347.41
B,2025-08-01,Friday,14:30,343.17
B,2025-08-01,Friday,15:00,346.63
B,2025-08-01,Friday,15:30,341.01
B,2025-08-01,Friday,16:00,352.14
B,2025-08-01,Friday,16:30,342.99
B,2025-08-01,Friday,17:00,345.31
B,2025-08-01,Friday,17:30,351.04
B,2025-08-01,Friday,18:00,351.78
B,2025-08-01,Friday,18:30,337.78
B,2025-08-01,Friday,19:00,337.6
B,2025-08-01,Friday,19:30,325.74
B,2025-08-01,Friday,20:00,333.86
B,2025-08-01,Friday,20:30,336.97
B,2025-08-01,Friday,21:00,334.22
B,2025-08-01,Friday,21:30,316.33
B,2025-08-01,Friday,22:00,326.38
B,2025-08-01,Friday,22:30,304.2
B,2025-08-01,Friday,23:00,322.73
B,2025-08-01,Friday,23:30,325.68
B,2025-08-02,Saturday,00:00,295.17
B,2025-08-02,Saturday,00:30,324.39
B,2025-08-02,Saturday,01:00,357.4
B,2025-08-02,Saturday,01:30,351.69
B,2025-08-02,Saturday,02:00,351.69
B,2025-08-02,Saturday,02:30,351.69
B,2025-08-02,Saturday,03:00,351.69
B,2025-08-02,Saturday,03:30,351.69
B,2025-08-02,Saturday,04:00,351.69
B,2025-08-02,Saturday,04:30,351.69
B,2025-08-02,Saturday,05:00,351.69
B,2025-08-02,Saturday,05:30,351.69
B,2025-08-02,Saturday,06:00,351.69
B,2025-08-02,Saturday,06:30,351.69
B,2025-08-02,Saturday,07:00,285.21
B,2025-08-02,Saturday,07:30,313.32
B,2025-08-02,Saturday,08:00,295.18
B,2025-08-02,Saturday,08:30,308.18
B,2025-08-02,Saturday,09:00,287.36
B,2025-08-02,Saturday,09:30,307.73
B,2025-08-02,Saturday,10:00,309.35
B,2025-08-02,Saturday,10:30,319.76
B,2025-08-02,Saturday,11:00,321.93
B,2025-08-02,Saturday,11:30,327.1
B,2025-08-02,Saturday,12:00,322.95
B,2025-08-02,Saturday,12:30,324.66
B,2025-08-02,Saturday,13:00,326.18
B,2025-08-02,Saturday,13:30,321.9
B,2025-08-02,Saturday,14:00,329.08
B,2025-08-02,Saturday,14:30,334.57
B,2025-08-02,Saturday,15:00,325.37
B,2025-08-02,Saturday,15:30,319.47
B,2025-08-02,Saturday,16:00,333.05
B,2025-08-02,Saturday,16:30,338.64
B,2025-08-02,Saturday,17:00,333.15
B,2025-08-02,Saturday,17:30,336.97
B,2025-08-02,Saturday,18:00,343.89
B,2025-08-02,Saturday,18:30,333.73
B,2025-08-02,Saturday,19:00,332.95
B,2025-08-02,Saturday,19:30,318.74
B,2025-08-02,Saturday,20:00,319.97
B,2025-08-02,Saturday,20:30,309.14
B,2025-08-02,Saturday,21:00,310.72
B,2025-08-02,Saturday,21:30,314.8
B,2025-08-02,Saturday,22:00,304.08
B,2025-08-02,Saturday,22:30,316.57
B,2025-08-02,Saturday,23:00,291.78
B,2025-08-02,Saturday,23:30,301.19
B,2025-08-03,Sunday,00:00,289.73
B,2025-08-03,Sunday,00:30,256.76
B,2025-08-03,Sunday,01:00,348.61
B,2025-08-03,Sunday,01:30,348.61
B,2025-08-03,Sunday,02:00,348.61
B,2025-08-03,Sunday,02:30,348.61
B,2025-08-03,Sunday,03:00,348.61
B,2025-08-03,Sunday,03:30,348.61
B,2025-08-03,Sunday,04:00,348.61
B,2025-08-03,Sunday,04:30,348.61
B,2025-08-03,Sunday,05:00,348.61
B,2025-08-03,Sunday,05:30,348.61
B,2025-08-03,Sunday,06:00,348.61
B,2025-08-03,Sunday,06:30,348.61
B,2025-08-03,Sunday,07:00,348.61
B,2025-08-03,Sunday,07:30,348.61
B,2025-08-03,Sunday,08:00,268.7
B,2025-08-03,Sunday,08:30,302.07
B,2025-08-03,Sunday,09:00,298.35
B,2025-08-03,Sunday,09:30,303.9
B,2025-08-03,Sunday,10:00,296.36
B,2025-08-03,Sunday,10:30,316.49
B,2025-08-03,Sunday,11:00,307.65
B,2025-08-03,Sunday,11:30,302.41
B,2025-08-03,Sunday,12:00,297.76
B,2025-08-03,Sunday,12:30,308.84
B,2025-08-03,Sunday,13:00,298.67
B,2025-08-03,Sunday,13:30,304.39
B,2025-08-03,Sunday,14:00,312.82
B,2025-08-03,Sunday,14:30,309.53
B,2025-08-03,Sunday,15:00,309.81
B,2025-08-03,Sunday,15:30,308.52
B,2025-08-03,Sunday,16:00,302.38
B,2025-08-03,Sunday,16:30,299.75
B,2025-08-03,Sunday,17:00,314.81
B,2025-08-03,Sunday,17:30,312.58
B,2025-08-03,Sunday,18:00,305.7
B,2025-08-03,Sunday,18:30,311.72
B,2025-08-03,Sunday,19:00,293.54
B,2025-08-03,Sunday,19:30,314.9
B,2025-08-03,Sunday,20:00,306.34
B,2025-08-03,Sunday,20:30,303.8
B,2025-08-03,Sunday,21:00,301.75
B,2025-08-03,Sunday,21:30,311.08
B,2025-08-03,Sunday,22:00,319.78
B,2025-08-03,Sunday,22:30,300.21
B,2025-08-03,Sunday,23:00,258.17
B,2025-08-03,Sunday,23:30,269.46
B,2025-08-04,Monday,00:00,363.16
B,2025-08-04,Monday,00:30,315.03
B,2025-08-04,Monday,01:00,321.84
B,2025-08-04,Monday,01:30,321.84
B,2025-08-04,Monday,02:00,321.84
B,2025-08-04,Monday,02:30,321.84
B,2025-08-04,Monday,03:00,321.84
B,2025-08-04,Monday,03:30,321.84
B,2025-08-04,Monday,04:00,321.84
B,2025-08-04,Monday,04:30,321.84
B,2025-08-04,Monday,05:00,321.84
B,2025-08-04,Monday,05:30,321.84
B,2025-08-04,Monday,06:00,321.84
B,2025-08-04,Monday,06:30,321.84
B,2025-08-04,Monday,07:00,293.44
B,2025-08-04,Monday,07:30,281.7
B,2025-08-04,Monday,08:00,285.15
B,2025-08-04,Monday,08:30,294.9
B,2025-08-04,Monday,09:00,306.02
B,2025-08-04,Monday,09:30,324.7
B,2025-08-04,Monday,10:00,329.45
B,2025-08-04,Monday,10:30,338.99
B,2025-08-04,Monday,11:00,339.14
B,2025-08-04,Monday,11:30,340.84
B,2025-08-04,Monday,12:00,336.11
B,2025-08-04,Monday,12:30,344.11
B,2025-08-04,Monday,13:00,341.88
B,2025-08-04,Monday,13:30,337.13
B,2025-08-04,Monday,14:00,337.46
B,2025-08-04,Monday,14:30,341.54
B,2025-08-04,Monday,15:00,339.73
B,2025-08-04,Monday,15:30,343.78
B,2025-08-04,Monday,16:00,337.0
B,2025-08-04,Monday,16:30,355.33
B,2025-08-04,Monday,17:00,344.99
B,2025-08-04,Monday,17:30,350.41
B,2025-08-04,Monday,18:00,346.69
B,2025-08-04,Monday,18:30,338.26
B,2025-08-04,Monday,19:00,349.36
B,2025-08-04,Monday,19:30,334.62
B,2025-08-04,Monday,20:00,333.09
B,2025-08-04,Monday,20:30,328.7
B,2025-08-04,Monday,21:00,327.27
B,2025-08-04,Monday,21:30,336.74
B,2025-08-04,Monday,22:00,316.83
B,2025-08-04,Monday,22:30,322.11
B,2025-08-04,Monday,23:00,298.08
B,2025-08-04,Monday,23:30,296.49
B,2025-08-05,Tuesday,00:00,305.39
B,2025-08-05,Tuesday,00:30,319.36
B,2025-08-05,Tuesday,01:00,336.99
B,2025-08-05,Tuesday,01:30,316.47
B,2025-08-05,Tuesday,02:00,316.47
B,2025-08-05,Tuesday,02:30,316.47
B,2025-08-05,Tuesday,03:00,316.47
B,2025-08-05,Tuesday,03:30,316.47
B,2025-08-05,Tuesday,04:00,316.47
B,2025-08-05,Tuesday,04:30,316.47
B,2025-08-05,Tuesday,05:00,316.47
B,2025-08-05,Tuesday,05:30,316.47
B,2025-08-05,Tuesday,06:00,316.47
B,2025-08-05,Tuesday,06:30,316.47
B,2025-08-05,Tuesday,07:00,269.71
B,2025-08-05,Tuesday,07:30,295.1
B,2025-08-05,Tuesday,08:00,273.54
B,2025-08-05,Tuesday,08:30,307.42
B,2025-08-05,Tuesday,09:00,301.82
B,2025-08-05,Tuesday,09:30,319.69
B,2025-08-05,Tuesday,10:00,314.48
B,2025-08-05,Tuesday,10:30,329.02
B,2025-08-05,Tuesday,11:00,331.28
B,2025-08-05,Tuesday,11:30,332.71
B,2025-08-05,Tuesday,12:00,342.21
B,2025-08-05,Tuesday,12:30,342.14
B,2025-08-05,Tuesday,13:00,341.49
B,2025-08-05,Tuesday,13:30,341.52
B,2025-08-05,Tuesday,14:00,334.62
B,2025-08-05,Tuesday,14:30,342.57
B,2025-08-05,Tuesday,15:00,333.2
B,2025-08-05,Tuesday,15:30,337.85
B,2025-08-05,Tuesday,16:00,346.59
B,2025-08-05,Tuesday,16:30,342.69
B,2025-08-05,Tuesday,17:00,347.84
B,2025-08-05,Tuesday,17:30,347.28
B,2025-08-05,Tuesday,18:00,343.72
B,2025-08-05,Tuesday,18:30,337.26
B,2025-08-05,Tuesday,19:00,338.65
B,2025-08-05,Tuesday,19:30,338.72
B,2025-08-05,Tuesday,20:00,331.63
B,2025-08-05,Tuesday,20:30,324.31
B,2025-08-05,Tuesday,21:00,323.83
B,2025-08-05,Tuesday,21:30,326.21
B,2025-08-05,Tuesday,22:00,331.23
B,2025-08-05,Tuesday,22:30,314.79
B,2025-08-05,Tuesday,23:00,313.35
B,2025-08-05,Tuesday,23:30,299.79
B,2025-08-06,Wednesday,00:00,307.11
B,2025-08-06,Wednesday,00:30,295.26
B,2025-08-06,Wednesday,01:00,354.61
B,2025-08-06,Wednesday,01:30,354.61
B,2025-08-06,Wednesday,02:00,354.61
B,2025-08-06,Wednesday,02:30,354.61
B,2025-08-06,Wednesday,03:00,354.61
B,2025-08-06,Wednesday,03:30,354.61
B,2025-08-06,Wednesday,04:00,354.61
B,2025-08-06,Wednesday,04:30,354.61
B,2025-08-06,Wednesday,05:00,354.61
B,2025-08-06,Wednesday,05:30,354.61
B,2025-08-06,Wednesday,06:00,354.61
B,2025-08-06,Wednesday,06:30,354.61
B,2025-08-06,Wednesday,07:00,254.94
B,2025-08-06,Wednesday,07:30,297.19
B,2025-08-06,Wednesday,08:00,291.17
B,2025-08-06,Wednesday,08:30,309.85
B,2025-08-06,Wednesday,09:00,307.75
B,2025-08-06,Wednesday,09:30,313.95
B,2025-08-06,Wednesday,10:00,318.27
B,2025-08-06,Wednesday,10:30,333.59
B,2025-08-06,Wednesday,11:00,335.2
B,2025-08-06,Wednesday,11:30,335.78
B,2025-08-06,Wednesday,12:00,337.16
B,2025-08-06,Wednesday,12:30,342.38
B,2025-08-06,Wednesday,13:00,332.13
B,2025-08-06,Wednesday,13:30,336.87
B,2025-08-06,Wednesday,14:00,337.38
B,2025-08-06,Wednesday,14:30,347.22
B,2025-08-06,Wednesday,15:00,337.73
B,2025-08-06,Wednesday,15:30,339.14
B,2025-08-06,Wednesday,16:00,341.73
B,2025-08-06,Wednesday,16:30,344.0
B,2025-08-06,Wednesday,17:00,341.66
B,2025-08-06,Wednesday,17:30,341.56
B,2025-08-06,Wednesday,18:00,340.07
B,2025-08-06,Wednesday,18:30,338.41
B,2025-08-06,Wednesday,19:00,339.22
B,2025-08-06,Wednesday,19:30,336.75
B,2025-08-06,Wednesday,20:00,337.48
B,2025-08-06,Wednesday,20:30,334.6
B,2025-08-06,Wednesday,21:00,327.78
B,2025-08-06,Wednesday,21:30,338.6
B,2025-08-06,Wednesday,22:00,310.19
B,2025-08-06,Wednesday,22:30,322.03
B,2025-08-06,Wednesday,23:00,306.74
B,2025-08-06,Wednesday,23:30,313.31
B,2025-08-07,Thursday,00:00,315.19
B,2025-08-07,Thursday,00:30,291.98
B,2025-08-07,Thursday,01:00,281.2
B,2025-08-07,Thursday,01:30,347.4
B,2025-08-07,Thursday,02:00,347.4
B,2025-08-07,Thursday,02:30,347.4
B,2025-08-07,Thursday,03:00,347.4
B,2025-08-07,Thursday,03:30,347.4
B,2025-08-07,Thursday,04:00,347.4
B,2025-08-07,Thursday,04:30,347.4
B,2025-08-07,Thursday,05:00,347.4
B,2025-08-07,Thursday,05:30,347.4
B,2025-08-07,Thursday,06:00,347.4
B,2025-08-07,Thursday,06:30,347.4
B,2025-08-07,Thursday,07:00,273.86
B,2025-08-07,Thursday,07:30,287.88
B,2025-08-07,Thursday,08:00,297.88
B,2025-08-07,Thursday,08:30,306.4
B,2025-08-07,Thursday,09:00,310.99
B,2025-08-07,Thursday,09:30,319.03
B,2025-08-07,Thursday,10:00,322.69
B,2025-08-07,Thursday,10:30,331.77
B,2025-08-07,Thursday,11:00,335.24
B,2025-08-07,Thursday,11:30,331.06
B,2025-08-07,Thursday,12:00,335.26
B,2025-08-07,Thursday,12:30,339.99
B,2025-08-07,Thursday,13:00,334.88
B,2025-08-07,Thursday,13:30,333.21
B,2025-08-07,Thursday,14:00,336.08
B,2025-08-07,Thursday,14:30,335.67
B,2025-08-07,Thursday,15:00,340.2
B,2025-08-07,Thursday,15:30,342.42
B,2025-08-07,Thursday,16:00,339.13
B,2025-08-07,Thursday,16:30,339.78
B,2025-08-07,Thursday,17:00,339.48
B,2025-08-07,Thursday,17:30,342.55
B,2025-08-07,Thursday,18:00,336.67
B,2025-08-07,Thursday,18:30,340.98
B,2025-08-07,Thursday,19:00,333.67
B,2025-08-07,Thursday,19:30,334.19
B,2025-08-07,Thursday,20:00,345.52
B,2025-08-07,Thursday,20:30,328.54
B,2025-08-07,Thursday,21:00,331.45
B,2025-08-07,Thursday,21:30,321.28
B,2025-08-07,Thursday,22:00,325.59
B,2025-08-07,Thursday,22:30,312.6
B,2025-08-07,Thursday,23:00,318.61
B,2025-08-07,Thursday,23:30,316.91
B,2025-08-08,Friday,00:00,319.67
B,2025-08-08,Friday,00:30,298.94
B,2025-08-08,Friday,01:00,348.7
B,2025-08-08,Friday,01:30,348.7
B,2025-08-08,Friday,02:00,348.7
B,2025-08-08,Friday,02:30,348.7
B,2025-08-08,Friday,03:00,348.7
B,2025-08-08,Friday,03:30,348.7
B,2025-08-08,Friday,04:00,348.7
B,2025-08-08,Friday,04:30,348.7
B,2025-08-08,Friday,05:00,348.7
B,2025-08-08,Friday,05:30,348.7
B,2025-08-08,Friday,06:00,348.7
B,2025-08-08,Friday,06:30,348.7
B,2025-08-08,Friday,07:00,252.01
B,2025-08-08,Friday,07:30,277.19
B,2025-08-08,Friday,08:00,277.24
B,2025-08-08,Friday,08:30,299.22
B,2025-08-08,Friday,09:00,313.25
B,2025-08-08,Friday,09:30,320.91
B,2025-08-08,Friday,10:00,330.97
B,2025-08-08,Friday,10:30,328.23
B,2025-08-08,Friday,11:00,332.44
B,2025-08-08,Friday,11:30,344.97
B,2025-08-08,Friday,12:00,333.62
B,2025-08-08,Friday,12:30,345.04
B,2025-08-08,Friday,13:00,335.84
B,2025-08-08,Friday,13:30,334.29
B,2025-08-08,Friday,14:00,346.07
B,2025-08-08,Friday,14:30,341.83
B,2025-08-08,Friday,15:00,345.29
B,2025-08-08,Friday,15:30,339.67
B,2025-08-08,Friday,16:00,350.8
B,2025-08-08,Friday,16:30,341.65
B,2025-08-08,Friday,17:00,343.97
B,2025-08-08,Friday,17:30,349.7
B,2025-08-08,Friday,18:00,350.44
B,2025-08-08,Friday,18:30,336.44
B,2025-08-08,Friday,19:00,336.26
B,2025-08-08,Friday,19:30,324.4
B,2025-08-08,Friday,20:00,332.52
B,2025-08-08,Friday,20:30,335.63
B,2025-08-08,Friday,21:00,332.88
B,2025-08-08,Friday,21:30,314.99
B,2025-08-08,Friday,22:00,325.04
B,2025-08-08,Friday,22:30,302.86
B,2025-08-08,Friday,23:00,321.39
B,2025-08-08,Friday,23:30,324.34
B,2025-08-09,Saturday,00:00,294.71
B,2025-08-09,Saturday,00:30,323.93
B,2025-08-09,Saturday,01:00,347.13
B,2025-08-09,Saturday,01:30,347.13
B,2025-08-09,Saturday,02:00,347.13
B,2025-08-09,Saturday,02:30,347.13
B,2025-08-09,Saturday,03:00,347.13
B,2025-08-09,Saturday,03:30,347.13
B,2025-08-09,Saturday,04:00,347.13
B,2025-08-09,Saturday,04:30,347.13
B,2025-08-09,Saturday,05:00,347.13
B,2025-08-09,Saturday,05:30,347.13
B,2025-08-09,Saturday,06:00,347.13
B,2025-08-09,Saturday,06:30,347.13
B,2025-08-09,Saturday,07:00,347.13
B,2025-08-09,Saturday,07:30,312.87
B,2025-08-09,Saturday,08:00,294.73
B,2025-08-09,Saturday,08:30,307.73
B,2025-08-09,Saturday,09:00,286.9
B,2025-08-09,Saturday,09:30,307.27
B,2025-08-09,Saturday,10:00,308.89
B,2025-08-09,Saturday,10:30,319.3
B,2025-08-09,Saturday,11:00,321.48
B,2025-08-09,Saturday,11:30,326.65
B,2025-08-09,Saturday,12:00,322.49
B,2025-08-09,Saturday,12:30,324.2
B,2025-08-09,Saturday,13:00,325.73
B,2025-08-09,Saturday,13:30,321.44
B,2025-08-09,Saturday,14:00,328.63
B,2025-08-09,Saturday,14:30,334.12
B,2025-08-09,Saturday,15:00,324.91
B,2025-08-09,Saturday,15:30,319.02
B,2025-08-09,Saturday,16:00,332.59
B,2025-08-09,Saturday,16:30,338.19
B,2025-08-09,Saturday,17:00,332.69
B,2025-08-09,Saturday,17:30,336.51
B,2025-08-09,Saturday,18:00,343.43
B,2025-08-09,Saturday,18:30,333.27
B,2025-08-09,Saturday,19:00,332.49
B,2025-08-09,Saturday,19:30,318.28
B,2025-08-09,Saturday,20:00,319.51
B,2025-08-09,Saturday,20:30,308.69
B,2025-08-09,Saturday,21:00,310.27
B,2025-08-09,Saturday,21:30,314.35
B,2025-08-09,Saturday,22:00,303.62
B,2025-08-09,Saturday,22:30,316.11
B,2025-08-09,Saturday,23:00,291.33
B,2025-08-09,Saturday,23:30,300.74
B,2025-08-10,Sunday,00:00,289.56
B,2025-08-10,Sunday,00:30,256.59
B,2025-08-10,Sunday,01:00,346.89
B,2025-08-10,Sunday,01:30,346.89
B,2025-08-10,Sunday,02:00,346.89
B,2025-08-10,Sunday,02:30,346.89
B,2025-08-10,Sunday,03:00,346.89
B,2025-08-10,Sunday,03:30,346.89
B,2025-08-10,Sunday,04:00,346.89
B,2025-08-10,Sunday,04:30,346.89
B,2025-08-10,Sunday,05:00,346.89
B,2025-08-10,Sunday,05:30,346.89
B,2025-08-10,Sunday,06:00,346.89
B,2025-08-10,Sunday,06:30,346.89
B,2025-08-10,Sunday,07:00,346.89
B,2025-08-10,Sunday,07:30,346.89
B,2025-08-10,Sunday,08:00,268.53
B,2025-08-10,Sunday,08:30,301.9
B,2025-08-10,Sunday,09:00,298.18
B,2025-08-10,Sunday,09:30,303.72
B,2025-08-10,Sunday,10:00,296.19
B,2025-08-10,Sunday,10:30,316.32
B,2025-08-10,Sunday,11:00,307.48
B,2025-08-10,Sunday,11:30,302.24
B,2025-08-10,Sunday,12:00,297.59
B,2025-08-10,Sunday,12:30,308.67
B,2025-08-10,Sunday,13:00,298.5
B,2025-08-10,Sunday,13:30,304.22
B,2025-08-10,Sunday,14:00,312.65
B,2025-08-10,Sunday,14:30,309.36
B,2025-08-10,Sunday,15:00,309.64
B,2025-08-10,Sunday,15:30,308.35
B,2025-08-10,Sunday,16:00,302.21
B,2025-08-10,Sunday,16:30,299.58
B,2025-08-10,Sunday,17:00,314.64
B,2025-08-10,Sunday,17:30,312.41
B,2025-08-10,Sunday,18:00,305.53
B,2025-08-10,Sunday,18:30,311.55
B,2025-08-10,Sunday,19:00,293.37
B,2025-08-10,Sunday,19:30,314.73
B,2025-08-10,Sunday,20:00,306.17
B,2025-08-10,Sunday,20:30,303.63
B,2025-08-10,Sunday,21:00,301.58
B,2025-08-10,Sunday,21:30,310.91
B,2025-08-10,Sunday,22:00,319.61
B,2025-08-10,Sunday,22:30,300.03
B,2025-08-10,Sunday,23:00,258.0
B,2025-08-10,Sunday,23:30,269.29
B,2025-08-11,Monday,00:00,363.97
B,2025-08-11,Monday,00:30,315.83
B,2025-08-11,Monday,01:00,329.89
B,2025-08-11,Monday,01:30,329.89
B,2025-08-11,Monday,02:00,329.89
B,2025-08-11,Monday,02:30,329.89
B,2025-08-11,Monday,03:00,329.89
B,2025-08-11,Monday,03:30,329.89
B,2025-08-11,Monday,04:00,329.89
B,2025-08-11,Monday,04:30,329.89
B,2025-08-11,Monday,05:00,329.89
B,2025-08-11,Monday,05:30,329.89
B,2025-08-11,Monday,06:00,329.89
B,2025-08-11,Monday,06:30,329.89
B,2025-08-11,Monday,07:00,294.24
B,2025-08-11,Monday,07:30,282.5
B,2025-08-11,Monday,08:00,285.95
B,2025-08-11,Monday,08:30,295.7
B,2025-08-11,Monday,09:00,306.82
B,2025-08-11,Monday,09:30,325.51
B,2025-08-11,Monday,10:00,330.26
B,2025-08-11,Monday,10:30,339.8
B,2025-08-11,Monday,11:00,339.94
B,2025-08-11,Monday,11:30,341.64
B,2025-08-11,Monday,12:00,336.92
B,2025-08-11,Monday,12:30,344.91
B,2025-08-11,Monday,13:00,342.69
B,2025-08-11,Monday,13:30,337.93
B,2025-08-11,Monday,14:00,338.26
B,2025-08-11,Monday,14:30,342.34
B,2025-08-11,Monday,15:00,340.54
B,2025-08-11,Monday,15:30,344.59
B,2025-08-11,Monday,16:00,337.81
B,2025-08-11,Monday,16:30,356.14
B,2025-08-11,Monday,17:00,345.79
B,2025-08-11,Monday,17:30,351.22
