group,Date,day_of_week,interval,interval_abd
A,2025-08-31,Sunday,10:30,0.0
A,2025-08-31,Sunday,11:00,0.020696
A,2025-08-31,Sunday,11:30,0.0
A,2025-08-31,Sunday,12:00,0.030171
A,2025-08-31,Sunday,12:30,0.04214
A,2025-08-31,Sunday,13:00,0.078545
A,2025-08-31,Sunday,13:30,0.027179
A,2025-08-31,Sunday,14:00,0.024686
A,2025-08-31,Sunday,14:30,0.044384
A,2025-08-31,Sunday,15:00,0.007231
A,2025-08-31,Sunday,15:30,0.040894
A,2025-08-31,Sunday,16:00,0.0
A,2025-08-31,Sunday,16:30,0.0
A,2025-08-31,Sunday,17:00,0.0
A,2025-08-31,Sunday,17:30,0.021694
A,2025-08-31,Sunday,18:00,0.008478
A,2025-08-31,Sunday,18:30,0.044634
A,2025-08-31,Sunday,19:00,0.0
A,2025-08-31,Sunday,19:30,0.041891
A,2025-08-31,Sunday,20:00,0.040395
A,2025-08-31,Sunday,20:30,0.104478
A,2025-08-31,Sunday,21:00,0.144623
A,2025-08-31,Sunday,21:30,0.0
A,2025-08-31,Sunday,22:00,0.0
A,2025-08-31,Sunday,22:30,0.498951
A,2025-08-31,Sunday,23:00,0.166317
A,2025-08-31,Sunday,23:30,0.145371
B,2025-08-01,Friday,00:00,0.0
B,2025-08-01,Friday,00:30,0.0
B,2025-08-01,Friday,01:00,0.0
B,2025-08-01,Friday,01:30,0.017241
B,2025-08-01,Friday,02:00,0.0
B,2025-08-01,Friday,02:30,0.0
B,2025-08-01,Friday,03:00,0.0
B,2025-08-01,Friday,03:30,0.0
B,2025-08-01,Friday,04:00,0.0
B,2025-08-01,Friday,04:30,0.0
B,2025-08-01,Friday,05:00,0.0
B,2025-08-01,Friday,05:30,0.0
B,2025-08-01,Friday,06:00,0.129184
B,2025-08-01,Friday,06:30,0.457013
B,2025-08-01,Friday,07:00,0.005334
B,2025-08-01,Friday,07:30,0.02183
B,2025-08-01,Friday,08:00,0.005023
B,2025-08-01,Friday,08:30,0.01321
B,2025-08-01,Friday,09:00,0.005892
B,2025-08-01,Friday,09:30,0.006884
B,2025-08-01,Friday,10:00,0.004961
B,2025-08-01,Friday,10:30,0.003783
B,2025-08-01,Friday,11:00,0.005272
B,2025-08-01,Friday,11:30,0.015753
B,2025-08-01,Friday,12:00,0.006946
B,2025-08-01,Friday,12:30,0.008248
B,2025-08-01,Friday,13:00,0.006698
B,2025-08-01,Friday,13:30,0.015008
B,2025-08-01,Friday,14:00,0.008186
B,2025-08-01,Friday,14:30,0.007318
B,2025-08-01,Friday,15:00,0.004651
B,2025-08-01,Friday,15:30,0.005086
B,2025-08-01,Friday,16:00,0.007194
B,2025-08-01,Friday,16:30,0.008186
B,2025-08-01,Friday,17:00,0.006202
B,2025-08-01,Friday,17:30,0.005582
B,2025-08-01,Friday,18:00,0.009861
B,2025-08-01,Friday,18:30,0.006512
B,2025-08-01,Friday,19:00,0.018419
B,2025-08-01,Friday,19:30,0.013768
B,2025-08-01,Friday,20:00,0.034048
B,2025-08-01,Friday,20:30,0.036777
B,2025-08-01,Friday,21:00,0.012962
B,2025-08-01,Friday,21:30,0.015753
B,2025-08-01,Friday,22:00,0.006326
B,2025-08-01,Friday,22:30,0.008434
B,2025-08-01,Friday,23:00,0.008434
B,2025-08-01,Friday,23:30,0.005892
B,2025-08-02,Saturday,00:00,0.075702
B,2025-08-02,Saturday,00:30,0.0
B,2025-08-02,Saturday,01:00,0.12892
B,2025-08-02,Saturday,01:30,0.0
B,2025-08-02,Saturday,02:00,0.0
B,2025-08-02,Saturday,02:30,0.0
B,2025-08-02,Saturday,03:00,0.0
B,2025-08-02,Saturday,03:30,0.0
B,2025-08-02,Saturday,04:00,0.0
B,2025-08-02,Saturday,04:30,0.0
B,2025-08-02,Saturday,05:00,0.0
B,2025-08-02,Saturday,05:30,0.0
B,2025-08-02,Saturday,06:00,0.0
B,2025-08-02,Saturday,06:30,0.894394
B,2025-08-02,Saturday,07:00,0.042905
B,2025-08-02,Saturday,07:30,0.0
B,2025-08-02,Saturday,08:00,0.033416
B,2025-08-02,Saturday,08:30,0.119844
B,2025-08-02,Saturday,09:00,0.036716
B,2025-08-02,Saturday,09:30,0.033003
B,2025-08-02,Saturday,10:00,0.061469
B,2025-08-02,Saturday,10:30,0.088903
B,2025-08-02,Saturday,11:00,0.037129
B,2025-08-02,Saturday,11:30,0.071989
B,2025-08-02,Saturday,12:00,0.049711
B,2025-08-02,Saturday,12:30,0.053424
B,2025-08-02,Saturday,13:00,0.045999
B,2025-08-02,Saturday,13:30,0.042079
B,2025-08-02,Saturday,14:00,0.093235
B,2025-08-02,Saturday,14:30,0.067038
B,2025-08-02,Saturday,15:00,0.050537
B,2025-08-02,Saturday,15:30,0.020833
B,2025-08-02,Saturday,16:00,0.015883
B,2025-08-02,Saturday,16:30,0.01547
B,2025-08-02,Saturday,17:00,0.009489
B,2025-08-02,Saturday,17:30,0.012376
B,2025-08-02,Saturday,18:00,0.048474
B,2025-08-02,Saturday,18:30,0.027847
B,2025-08-02,Saturday,19:00,0.044142
B,2025-08-02,Saturday,19:30,0.060438
B,2025-08-02,Saturday,20:00,0.148103
B,2025-08-02,Saturday,20:30,0.052599
B,2025-08-02,Saturday,21:00,0.034035
B,2025-08-02,Saturday,21:30,0.011964
B,2025-08-02,Saturday,22:00,0.068689
B,2025-08-02,Saturday,22:30,0.047236
B,2025-08-02,Saturday,23:00,0.060025
B,2025-08-02,Saturday,23:30,0.023721
B,2025-08-03,Sunday,00:00,0.034322
B,2025-08-03,Sunday,00:30,0.090363
B,2025-08-03,Sunday,01:00,0.0
B,2025-08-03,Sunday,01:30,0.055459
B,2025-08-03,Sunday,02:00,0.0
B,2025-08-03,Sunday,02:30,0.0
B,2025-08-03,Sunday,03:00,0.0
B,2025-08-03,Sunday,03:30,0.0
B,2025-08-03,Sunday,04:00,0.0
B,2025-08-03,Sunday,04:30,0.0
B,2025-08-03,Sunday,05:00,0.0
B,2025-08-03,Sunday,05:30,0.0
B,2025-08-03,Sunday,06:00,0.0
B,2025-08-03,Sunday,06:30,0.0
B,2025-08-03,Sunday,07:00,0.0
B,2025-08-03,Sunday,07:30,0.086097
B,2025-08-03,Sunday,08:00,0.0
B,2025-08-03,Sunday,08:30,0.0
B,2025-08-03,Sunday,09:00,0.007756
B,2025-08-03,Sunday,09:30,0.0
B,2025-08-03,Sunday,10:00,0.004072
B,2025-08-03,Sunday,10:30,0.011441
B,2025-08-03,Sunday,11:00,0.006981
B,2025-08-03,Sunday,11:30,0.020555
B,2025-08-03,Sunday,12:00,0.014737
B,2025-08-03,Sunday,12:30,0.041303
B,2025-08-03,Sunday,13:00,0.018034
B,2025-08-03,Sunday,13:30,0.015901
B,2025-08-03,Sunday,14:00,0.024821
B,2025-08-03,Sunday,14:30,0.008532
B,2025-08-03,Sunday,15:00,0.0
B,2025-08-03,Sunday,15:30,0.017452
B,2025-08-03,Sunday,16:00,0.002521
B,2025-08-03,Sunday,16:30,0.006205
B,2025-08-03,Sunday,17:00,0.00892
B,2025-08-03,Sunday,17:30,0.009114
B,2025-08-03,Sunday,18:00,0.013186
B,2025-08-03,Sunday,18:30,0.011829
B,2025-08-03,Sunday,19:00,0.019973
B,2025-08-03,Sunday,19:30,0.011053
B,2025-08-03,Sunday,20:00,0.007175
B,2025-08-03,Sunday,20:30,0.008338
B,2025-08-03,Sunday,21:00,0.006205
B,2025-08-03,Sunday,21:30,0.016095
B,2025-08-03,Sunday,22:00,0.0
B,2025-08-03,Sunday,22:30,0.025209
B,2025-08-03,Sunday,23:00,0.0
B,2025-08-03,Sunday,23:30,0.0
B,2025-08-04,Monday,00:00,0.086345
B,2025-08-04,Monday,00:30,0.0
B,2025-08-04,Monday,01:00,0.0
B,2025-08-04,Monday,01:30,0.0
B,2025-08-04,Monday,02:00,0.0
B,2025-08-04,Monday,02:30,0.0
B,2025-08-04,Monday,03:00,0.0
B,2025-08-04,Monday,03:30,0.0
B,2025-08-04,Monday,04:00,0.0
B,2025-08-04,Monday,04:30,0.0
B,2025-08-04,Monday,05:00,0.0
B,2025-08-04,Monday,05:30,0.0
B,2025-08-04,Monday,06:00,0.0
B,2025-08-04,Monday,06:30,0.626408
B,2025-08-04,Monday,07:00,0.017552
B,2025-08-04,Monday,07:30,0.05911
B,2025-08-04,Monday,08:00,0.017955
B,2025-08-04,Monday,08:30,0.015938
B,2025-08-04,Monday,09:00,0.0
B,2025-08-04,Monday,09:30,0.003631
B,2025-08-04,Monday,10:00,0.00807
B,2025-08-04,Monday,10:30,0.024209
B,2025-08-04,Monday,11:00,0.021788
B,2025-08-04,Monday,11:30,0.033086
B,2025-08-04,Monday,12:00,0.00928
B,2025-08-04,Monday,12:30,0.042164
B,2025-08-04,Monday,13:00,0.01856
B,2025-08-04,Monday,13:30,0.037927
B,2025-08-04,Monday,14:00,0.011903
B,2025-08-04,Monday,14:30,0.011701
B,2025-08-04,Monday,15:00,0.007464
B,2025-08-04,Monday,15:30,0.005851
B,2025-08-04,Monday,16:00,0.007263
B,2025-08-04,Monday,16:30,0.014525
B,2025-08-04,Monday,17:00,0.007061
B,2025-08-04,Monday,17:30,0.006456
B,2025-08-04,Monday,18:00,0.010692
B,2025-08-04,Monday,18:30,0.025419
B,2025-08-04,Monday,19:00,0.019367
B,2025-08-04,Monday,19:30,0.008473
B,2025-08-04,Monday,20:00,0.051848
B,2025-08-04,Monday,20:30,0.026832
B,2025-08-04,Monday,21:00,0.024814
B,2025-08-04,Monday,21:30,0.012306
B,2025-08-04,Monday,22:00,0.00343
B,2025-08-04,Monday,22:30,0.004842
B,2025-08-04,Monday,23:00,0.011298
B,2025-08-04,Monday,23:30,0.0
B,2025-08-05,Tuesday,00:00,0.0
B,2025-08-05,Tuesday,00:30,0.008918
B,2025-08-05,Tuesday,01:00,0.0
B,2025-08-05,Tuesday,01:30,0.0
B,2025-08-05,Tuesday,02:00,0.0
B,2025-08-05,Tuesday,02:30,0.0
B,2025-08-05,Tuesday,03:00,0.0
B,2025-08-05,Tuesday,03:30,0.0
B,2025-08-05,Tuesday,04:00,0.0
B,2025-08-05,Tuesday,04:30,0.0
B,2025-08-05,Tuesday,05:00,0.0
B,2025-08-05,Tuesday,05:30,0.0
B,2025-08-05,Tuesday,06:00,0.0
B,2025-08-05,Tuesday,06:30,0.126346
B,2025-08-05,Tuesday,07:00,0.015053
B,2025-08-05,Tuesday,07:30,0.017265
B,2025-08-05,Tuesday,08:00,0.005137
B,2025-08-05,Tuesday,08:30,0.004637
B,2025-08-05,Tuesday,09:00,0.002069
B,2025-08-05,Tuesday,09:30,0.007562
B,2025-08-05,Tuesday,10:00,0.00321
B,2025-08-05,Tuesday,10:30,0.003852
B,2025-08-05,Tuesday,11:00,0.00428
B,2025-08-05,Tuesday,11:30,0.006064
B,2025-08-05,Tuesday,12:00,0.000856
B,2025-08-05,Tuesday,12:30,0.002711
B,2025-08-05,Tuesday,13:00,0.004138
B,2025-08-05,Tuesday,13:30,0.003924
B,2025-08-05,Tuesday,14:00,0.002782
B,2025-08-05,Tuesday,14:30,0.0
B,2025-08-05,Tuesday,15:00,0.001141
B,2025-08-05,Tuesday,15:30,0.00157
B,2025-08-05,Tuesday,16:00,0.002854
B,2025-08-05,Tuesday,16:30,0.000927
B,2025-08-05,Tuesday,17:00,0.001855
B,2025-08-05,Tuesday,17:30,0.000927
B,2025-08-05,Tuesday,18:00,0.001498
B,2025-08-05,Tuesday,18:30,0.00107
B,2025-08-05,Tuesday,19:00,0.001784
B,2025-08-05,Tuesday,19:30,0.00264
B,2025-08-05,Tuesday,20:00,0.006777
B,2025-08-05,Tuesday,20:30,0.009631
B,2025-08-05,Tuesday,21:00,0.002426
B,2025-08-05,Tuesday,21:30,0.003995
B,2025-08-05,Tuesday,22:00,0.003282
B,2025-08-05,Tuesday,22:30,0.003924
B,2025-08-05,Tuesday,23:00,0.002426
B,2025-08-05,Tuesday,23:30,0.003995
B,2025-08-06,Wednesday,00:00,0.008404
B,2025-08-06,Wednesday,00:30,0.0
B,2025-08-06,Wednesday,01:00,0.0
B,2025-08-06,Wednesday,01:30,0.0
B,2025-08-06,Wednesday,02:00,0.0
B,2025-08-06,Wednesday,02:30,0.0
B,2025-08-06,Wednesday,03:00,0.0
B,2025-08-06,Wednesday,03:30,0.0
B,2025-08-06,Wednesday,04:00,0.0
B,2025-08-06,Wednesday,04:30,0.0
B,2025-08-06,Wednesday,05:00,0.0
B,2025-08-06,Wednesday,05:30,0.0
B,2025-08-06,Wednesday,06:00,0.0
B,2025-08-06,Wednesday,06:30,0.284121
B,2025-08-06,Wednesday,07:00,0.0
B,2025-08-06,Wednesday,07:30,0.050308
B,2025-08-06,Wednesday,08:00,0.003569
B,2025-08-06,Wednesday,08:30,0.00472
B,2025-08-06,Wednesday,09:00,0.001612
B,2025-08-06,Wednesday,09:30,0.002418
B,2025-08-06,Wednesday,10:00,0.005065
B,2025-08-06,Wednesday,10:30,0.026363
B,2025-08-06,Wednesday,11:00,0.01888
B,2025-08-06,Wednesday,11:30,0.023485
B,2025-08-06,Wednesday,12:00,0.004605
B,2025-08-06,Wednesday,12:30,0.007828
B,2025-08-06,Wednesday,13:00,0.008174
B,2025-08-06,Wednesday,13:30,0.004835
B,2025-08-06,Wednesday,14:00,0.005296
B,2025-08-06,Wednesday,14:30,0.013469
B,2025-08-06,Wednesday,15:00,0.001957
B,2025-08-06,Wednesday,15:30,0.001957
B,2025-08-06,Wednesday,16:00,0.002763
B,2025-08-06,Wednesday,16:30,0.005641
B,2025-08-06,Wednesday,17:00,0.003223
B,2025-08-06,Wednesday,17:30,0.004029
B,2025-08-06,Wednesday,18:00,0.014275
B,2025-08-06,Wednesday,18:30,0.007138
B,2025-08-06,Wednesday,19:00,0.005065
B,2025-08-06,Wednesday,19:30,0.007138
B,2025-08-06,Wednesday,20:00,0.007253
B,2025-08-06,Wednesday,20:30,0.008634
B,2025-08-06,Wednesday,21:00,0.008864
B,2025-08-06,Wednesday,21:30,0.00449
B,2025-08-06,Wednesday,22:00,0.0
B,2025-08-06,Wednesday,22:30,0.006677
B,2025-08-06,Wednesday,23:00,0.015196
B,2025-08-06,Wednesday,23:30,0.010131
B,2025-08-07,Thursday,00:00,0.012546
B,2025-08-07,Thursday,00:30,0.004796
B,2025-08-07,Thursday,01:00,0.00871
B,2025-08-07,Thursday,01:30,0.0
B,2025-08-07,Thursday,02:00,0.0
B,2025-08-07,Thursday,02:30,0.0
B,2025-08-07,Thursday,03:00,0.0
B,2025-08-07,Thursday,03:30,0.0
B,2025-08-07,Thursday,04:00,0.0
B,2025-08-07,Thursday,04:30,0.0
B,2025-08-07,Thursday,05:00,0.0
B,2025-08-07,Thursday,05:30,0.0
B,2025-08-07,Thursday,06:00,0.0
B,2025-08-07,Thursday,06:30,0.056325
B,2025-08-07,Thursday,07:00,0.003568
B,2025-08-07,Thursday,07:30,0.009784
B,2025-08-07,Thursday,08:00,0.001228
B,2025-08-07,Thursday,08:30,0.001918
B,2025-08-07,Thursday,09:00,0.001113
B,2025-08-07,Thursday,09:30,0.001305
B,2025-08-07,Thursday,10:00,0.0
B,2025-08-07,Thursday,10:30,0.001305
B,2025-08-07,Thursday,11:00,0.001842
B,2025-08-07,Thursday,11:30,0.003453
B,2025-08-07,Thursday,12:00,0.002264
B,2025-08-07,Thursday,12:30,0.002686
B,2025-08-07,Thursday,13:00,0.002686
B,2025-08-07,Thursday,13:30,0.006369
B,2025-08-07,Thursday,14:00,0.001496
B,2025-08-07,Thursday,14:30,0.002724
B,2025-08-07,Thursday,15:00,0.000537
B,2025-08-07,Thursday,15:30,0.004374
B,2025-08-07,Thursday,16:00,0.000882
B,2025-08-07,Thursday,16:30,0.000998
B,2025-08-07,Thursday,17:00,0.000345
B,2025-08-07,Thursday,17:30,0.000844
B,2025-08-07,Thursday,18:00,0.001266
B,2025-08-07,Thursday,18:30,0.004067
B,2025-08-07,Thursday,19:00,0.003645
B,2025-08-07,Thursday,19:30,0.00188
B,2025-08-07,Thursday,20:00,0.003146
B,2025-08-07,Thursday,20:30,0.001036
B,2025-08-07,Thursday,21:00,0.001228
B,2025-08-07,Thursday,21:30,0.0
B,2025-08-07,Thursday,22:00,0.009285
B,2025-08-07,Thursday,22:30,0.0
B,2025-08-07,Thursday,23:00,0.003185
B,2025-08-07,Thursday,23:30,0.0
B,2025-08-08,Friday,00:00,0.0
B,2025-08-08,Friday,00:30,0.0
B,2025-08-08,Friday,01:00,0.0
B,2025-08-08,Friday,01:30,0.007753
B,2025-08-08,Friday,02:00,0.0
B,2025-08-08,Friday,02:30,0.0
B,2025-08-08,Friday,03:00,0.0
B,2025-08-08,Friday,03:30,0.0
B,2025-08-08,Friday,04:00,0.0
B,2025-08-08,Friday,04:30,0.0
B,2025-08-08,Friday,05:00,0.0
B,2025-08-08,Friday,05:30,0.0
B,2025-08-08,Friday,06:00,0.058095
B,2025-08-08,Friday,06:30,0.205521
B,2025-08-08,Friday,07:00,0.002399
B,2025-08-08,Friday,07:30,0.009817
B,2025-08-08,Friday,08:00,0.002259
B,2025-08-08,Friday,08:30,0.005941
B,2025-08-08,Friday,09:00,0.00265
B,2025-08-08,Friday,09:30,0.003096
B,2025-08-08,Friday,10:00,0.002231
B,2025-08-08,Friday,10:30,0.001701
B,2025-08-08,Friday,11:00,0.002371
B,2025-08-08,Friday,11:30,0.007084
B,2025-08-08,Friday,12:00,0.003124
B,2025-08-08,Friday,12:30,0.003709
B,2025-08-08,Friday,13:00,0.003012
B,2025-08-08,Friday,13:30,0.006749
B,2025-08-08,Friday,14:00,0.003681
B,2025-08-08,Friday,14:30,0.003291
B,2025-08-08,Friday,15:00,0.002092
B,2025-08-08,Friday,15:30,0.002287
B,2025-08-08,Friday,16:00,0.003235
B,2025-08-08,Friday,16:30,0.003681
B,2025-08-08,Friday,17:00,0.002789
B,2025-08-08,Friday,17:30,0.00251
B,2025-08-08,Friday,18:00,0.004434
B,2025-08-08,Friday,18:30,0.002928
B,2025-08-08,Friday,19:00,0.008283
B,2025-08-08,Friday,19:30,0.006192
B,2025-08-08,Friday,20:00,0.015312
B,2025-08-08,Friday,20:30,0.016539
B,2025-08-08,Friday,21:00,0.005829
B,2025-08-08,Friday,21:30,0.007084
B,2025-08-08,Friday,22:00,0.002845
B,2025-08-08,Friday,22:30,0.003793
B,2025-08-08,Friday,23:00,0.003793
B,2025-08-08,Friday,23:30,0.00265
B,2025-08-09,Saturday,00:00,0.043477
B,2025-08-09,Saturday,00:30,0.0
B,2025-08-09,Saturday,01:00,0.074042
B,2025-08-09,Saturday,01:30,0.0
B,2025-08-09,Saturday,02:00,0.0
B,2025-08-09,Saturday,02:30,0.0
B,2025-08-09,Saturday,03:00,0.0
B,2025-08-09,Saturday,03:30,0.0
B,2025-08-09,Saturday,04:00,0.0
B,2025-08-09,Saturday,04:30,0.0
B,2025-08-09,Saturday,05:00,0.0
B,2025-08-09,Saturday,05:30,0.0
B,2025-08-09,Saturday,06:00,0.0
B,2025-08-09,Saturday,06:30,0.513672
B,2025-08-09,Saturday,07:00,0.024641
B,2025-08-09,Saturday,07:30,0.0
B,2025-08-09,Saturday,08:00,0.019192
B,2025-08-09,Saturday,08:30,0.068829
B,2025-08-09,Saturday,09:00,0.021087
B,2025-08-09,Saturday,09:30,0.018955
B,2025-08-09,Saturday,10:00,0.035303
B,2025-08-09,Saturday,10:30,0.051059
B,2025-08-09,Saturday,11:00,0.021324
B,2025-08-09,Saturday,11:30,0.041345
B,2025-08-09,Saturday,12:00,0.028551
B,2025-08-09,Saturday,12:30,0.030683
B,2025-08-09,Saturday,13:00,0.026418
B,2025-08-09,Saturday,13:30,0.024167
B,2025-08-09,Saturday,14:00,0.053547
B,2025-08-09,Saturday,14:30,0.038502
B,2025-08-09,Saturday,15:00,0.029024
B,2025-08-09,Saturday,15:30,0.011965
B,2025-08-09,Saturday,16:00,0.009122
B,2025-08-09,Saturday,16:30,0.008885
B,2025-08-09,Saturday,17:00,0.005449
B,2025-08-09,Saturday,17:30,0.007108
B,2025-08-09,Saturday,18:00,0.02784
B,2025-08-09,Saturday,18:30,0.015993
B,2025-08-09,Saturday,19:00,0.025352
B,2025-08-09,Saturday,19:30,0.034711
B,2025-08-09,Saturday,20:00,0.085059
B,2025-08-09,Saturday,20:30,0.030209
B,2025-08-09,Saturday,21:00,0.019547
B,2025-08-09,Saturday,21:30,0.006871
B,2025-08-09,Saturday,22:00,0.039449
B,2025-08-09,Saturday,22:30,0.027129
B,2025-08-09,Saturday,23:00,0.034474
B,2025-08-09,Saturday,23:30,0.013624
B,2025-08-10,Sunday,00:00,0.024046
B,2025-08-10,Sunday,00:30,0.063307
B,2025-08-10,Sunday,01:00,0.0
B,2025-08-10,Sunday,01:30,0.038853
B,2025-08-10,Sunday,02:00,0.0
B,2025-08-10,Sunday,02:30,0.0
B,2025-08-10,Sunday,03:00,0.0
B,2025-08-10,Sunday,03:30,0.0
B,2025-08-10,Sunday,04:00,0.0
B,2025-08-10,Sunday,04:30,0.0
B,2025-08-10,Sunday,05:00,0.0
B,2025-08-10,Sunday,05:30,0.0
B,2025-08-10,Sunday,06:00,0.0
B,2025-08-10,Sunday,06:30,0.0
B,2025-08-10,Sunday,07:00,0.0
B,2025-08-10,Sunday,07:30,0.060318
B,2025-08-10,Sunday,08:00,0.0
B,2025-08-10,Sunday,08:30,0.0
B,2025-08-10,Sunday,09:00,0.005434
B,2025-08-10,Sunday,09:30,0.0
B,2025-08-10,Sunday,10:00,0.002853
B,2025-08-10,Sunday,10:30,0.008015
B,2025-08-10,Sunday,11:00,0.004891
B,2025-08-10,Sunday,11:30,0.0144
B,2025-08-10,Sunday,12:00,0.010325
B,2025-08-10,Sunday,12:30,0.028936
B,2025-08-10,Sunday,13:00,0.012634
B,2025-08-10,Sunday,13:30,0.01114
B,2025-08-10,Sunday,14:00,0.017389
B,2025-08-10,Sunday,14:30,0.005977
B,2025-08-10,Sunday,15:00,0.0
B,2025-08-10,Sunday,15:30,0.012227
B,2025-08-10,Sunday,16:00,0.001766
B,2025-08-10,Sunday,16:30,0.004347
B,2025-08-10,Sunday,17:00,0.006249
B,2025-08-10,Sunday,17:30,0.006385
B,2025-08-10,Sunday,18:00,0.009238
B,2025-08-10,Sunday,18:30,0.008287
B,2025-08-10,Sunday,19:00,0.013993
B,2025-08-10,Sunday,19:30,0.007744
B,2025-08-10,Sunday,20:00,0.005026
B,2025-08-10,Sunday,20:30,0.005842
B,2025-08-10,Sunday,21:00,0.004347
B,2025-08-10,Sunday,21:30,0.011276
B,2025-08-10,Sunday,22:00,0.0
B,2025-08-10,Sunday,22:30,0.017661
B,2025-08-10,Sunday,23:00,0.0
B,2025-08-10,Sunday,23:30,0.0
B,2025-08-11,Monday,00:00,0.211205
B,2025-08-11,Monday,00:30,0.0
B,2025-08-11,Monday,01:00,0.0
B,2025-08-11,Monday,01:30,0.0
B,2025-08-11,Monday,02:00,0.0
B,2025-08-11,Monday,02:30,0.0
B,2025-08-11,Monday,03:00,0.0
B,2025-08-11,Monday,03:30,0.0
B,2025-08-11,Monday,04:00,0.0
B,2025-08-11,Monday,04:30,0.0
B,2025-08-11,Monday,05:00,0.0
B,2025-08-11,Monday,05:30,0.0
B,2025-08-11,Monday,06:00,0.0
B,2025-08-11,Monday,06:30,1.0
B,2025-08-11,Monday,07:00,0.042932
B,2025-08-11,Monday,07:30,0.144586
B,2025-08-11,Monday,08:00,0.043919
B,2025-08-11,Monday,08:30,0.038984
B,2025-08-11,Monday,09:00,0.0
B,2025-08-11,Monday,09:30,0.008882
B,2025-08-11,Monday,10:00,0.019739
B,2025-08-11,Monday,10:30,0.059216
B,2025-08-11,Monday,11:00,0.053295
B,2025-08-11,Monday,11:30,0.080929
B,2025-08-11,Monday,12:00,0.0227
B,2025-08-11,Monday,12:30,0.103135
B,2025-08-11,Monday,13:00,0.045399
B,2025-08-11,Monday,13:30,0.092772
B,2025-08-11,Monday,14:00,0.029115
B,2025-08-11,Monday,14:30,0.028621
B,2025-08-11,Monday,15:00,0.018258
B,2025-08-11,Monday,15:30,0.014311
B,2025-08-11,Monday,16:00,0.017765
B,2025-08-11,Monday,16:30,0.03553
B,2025-08-11,Monday,17:00,0.017271
B,2025-08-11,Monday,17:30,0.015791
B,2025-08-11,Monday,18:00,0.026154
B,2025-08-11,Monday,18:30,0.062177
B,2025-08-11,Monday,19:00,0.047373
B,2025-08-11,Monday,19:30,0.020726
B,2025-08-11,Monday,20:00,0.126821
B,2025-08-11,Monday,20:30,0.065631
B,2025-08-11,Monday,21:00,0.060697
B,2025-08-11,Monday,21:30,0.030102
B,2025-08-11,Monday,22:00,0.008389
B,2025-08-11,Monday,22:30,0.011843
B,2025-08-11,Monday,23:00,0.027634
B,2025-08-11,Monday,23:30,0.0
B,2025-08-12,Tuesday,00:00,0.0
B,2025-08-12,Tuesday,00:30,0.028963
B,2025-08-12,Tuesday,01:00,0.0
B,2025-08-12,Tuesday,01:30,0.0
B,2025-08-12,Tuesday,02:00,0.0
B,2025-08-12,Tuesday,02:30,0.0
B,2025-08-12,Tuesday,03:00,0.0
B,2025-08-12,Tuesday,03:30,0.0
B,2025-08-12,Tuesday,04:00,0.0
B,2025-08-12,Tuesday,04:30,0.0
B,2025-08-12,Tuesday,05:00,0.0
B,2025-08-12,Tuesday,05:30,0.0
B,2025-08-12,Tuesday,06:00,0.0
B,2025-08-12,Tuesday,06:30,0.410354
B,2025-08-12,Tuesday,07:00,0.04889
B,2025-08-12,Tuesday,07:30,0.056073
B,2025-08-12,Tuesday,08:00,0.016683
B,2025-08-12,Tuesday,08:30,0.015061
B,2025-08-12,Tuesday,09:00,0.00672
B,2025-08-12,Tuesday,09:30,0.024561
B,2025-08-12,Tuesday,10:00,0.010427
B,2025-08-12,Tuesday,10:30,0.012512
B,2025-08-12,Tuesday,11:00,0.013902
B,2025-08-12,Tuesday,11:30,0.019695
B,2025-08-12,Tuesday,12:00,0.00278
B,2025-08-12,Tuesday,12:30,0.008805
B,2025-08-12,Tuesday,13:00,0.013439
B,2025-08-12,Tuesday,13:30,0.012744
B,2025-08-12,Tuesday,14:00,0.009037
B,2025-08-12,Tuesday,14:30,0.0
B,2025-08-12,Tuesday,15:00,0.003707
B,2025-08-12,Tuesday,15:30,0.005098
B,2025-08-12,Tuesday,16:00,0.009268
B,2025-08-12,Tuesday,16:30,0.003012
B,2025-08-12,Tuesday,17:00,0.006024
B,2025-08-12,Tuesday,17:30,0.003012
B,2025-08-12,Tuesday,18:00,0.004866
B,2025-08-12,Tuesday,18:30,0.003476
B,2025-08-12,Tuesday,19:00,0.005793
B,2025-08-12,Tuesday,19:30,0.008573
B,2025-08-12,Tuesday,20:00,0.022012
B,2025-08-12,Tuesday,20:30,0.03128
B,2025-08-12,Tuesday,21:00,0.007878
B,2025-08-12,Tuesday,21:30,0.012976
B,2025-08-12,Tuesday,22:00,0.010659
B,2025-08-12,Tuesday,22:30,0.012744
B,2025-08-12,Tuesday,23:00,0.007878
B,2025-08-12,Tuesday,23:30,0.012976
B,2025-08-13,Wednesday,00:00,0.002849
B,2025-08-13,Wednesday,00:30,0.0
B,2025-08-13,Wednesday,01:00,0.0
B,2025-08-13,Wednesday,01:30,0.0
B,2025-08-13,Wednesday,02:00,0.0
B,2025-08-13,Wednesday,02:30,0.0
B,2025-08-13,Wednesday,03:00,0.0
B,2025-08-13,Wednesday,03:30,0.0
B,2025-08-13,Wednesday,04:00,0.0
B,2025-08-13,Wednesday,04:30,0.0
B,2025-08-13,Wednesday,05:00,0.0
B,2025-08-13,Wednesday,05:30,0.0
B,2025-08-13,Wednesday,06:00,0.0
B,2025-08-13,Wednesday,06:30,0.096312
