group,Date,day_of_week,interval,interval_cv
B,2025-08-01,Friday,04:00,4
B,2025-08-01,Friday,04:30,5
B,2025-08-01,Friday,05:00,3
B,2025-08-01,Friday,05:30,4
B,2025-08-01,Friday,06:00,6
B,2025-08-01,Friday,06:30,8
B,2025-08-01,Friday,07:00,39
B,2025-08-01,Friday,07:30,57
B,2025-08-01,Friday,08:00,117
B,2025-08-01,Friday,08:30,160
B,2025-08-01,Friday,09:00,239
B,2025-08-01,Friday,09:30,294
B,2025-08-01,Friday,10:00,366
B,2025-08-01,Friday,10:30,408
B,2025-08-01,Friday,11:00,444
B,2025-08-01,Friday,11:30,487
B,2025-08-01,Friday,12:00,555
B,2025-08-01,Friday,12:30,546
B,2025-08-01,Friday,13:00,565
B,2025-08-01,Friday,13:30,564
B,2025-08-01,Friday,14:00,597
B,2025-08-01,Friday,14:30,607
B,2025-08-01,Friday,15:00,617
B,2025-08-01,Friday,15:30,602
B,2025-08-01,Friday,16:00,609
B,2025-08-01,Friday,16:30,581
B,2025-08-01,Friday,17:00,559
B,2025-08-01,Friday,17:30,510
B,2025-08-01,Friday,18:00,476
B,2025-08-01,Friday,18:30,411
B,2025-08-01,Friday,19:00,390
B,2025-08-01,Friday,19:30,332
B,2025-08-01,Friday,20:00,282
B,2025-08-01,Friday,20:30,259
B,2025-08-01,Friday,21:00,216
B,2025-08-01,Friday,21:30,179
B,2025-08-01,Friday,22:00,133
B,2025-08-01,Friday,22:30,111
B,2025-08-01,Friday,23:00,79
B,2025-08-01,Friday,23:30,67
B,2025-08-02,Saturday,00:00,52
B,2025-08-02,Saturday,00:30,31
B,2025-08-02,Saturday,01:00,13
B,2025-08-02,Saturday,01:30,7
B,2025-08-02,Saturday,02:00,7
B,2025-08-02,Saturday,02:30,4
B,2025-08-02,Saturday,03:00,4
B,2025-08-02,Saturday,03:30,4
B,2025-08-02,Saturday,04:00,2
B,2025-08-02,Saturday,04:30,2
B,2025-08-02,Saturday,05:00,4
B,2025-08-02,Saturday,05:30,3
B,2025-08-02,Saturday,06:00,3
B,2025-08-02,Saturday,06:30,9
B,2025-08-02,Saturday,07:00,13
B,2025-08-02,Saturday,07:30,23
B,2025-08-02,Saturday,08:00,41
B,2025-08-02,Saturday,08:30,55
B,2025-08-02,Saturday,09:00,144
B,2025-08-02,Saturday,09:30,193
B,2025-08-02,Saturday,10:00,242
B,2025-08-02,Saturday,10:30,277
B,2025-08-02,Saturday,11:00,320
B,2025-08-02,Saturday,11:30,364
B,2025-08-02,Saturday,12:00,373
B,2025-08-02,Saturday,12:30,391
B,2025-08-02,Saturday,13:00,414
B,2025-08-02,Saturday,13:30,436
B,2025-08-02,Saturday,14:00,443
B,2025-08-02,Saturday,14:30,437
B,2025-08-02,Saturday,15:00,427
B,2025-08-02,Saturday,15:30,422
B,2025-08-02,Saturday,16:00,421
B,2025-08-02,Saturday,16:30,395
B,2025-08-02,Saturday,17:00,382
B,2025-08-02,Saturday,17:30,357
B,2025-08-02,Saturday,18:00,325
B,2025-08-02,Saturday,18:30,301
B,2025-08-02,Saturday,19:00,265
B,2025-08-02,Saturday,19:30,239
B,2025-08-02,Saturday,20:00,210
B,2025-08-02,Saturday,20:30,181
B,2025-08-02,Saturday,21:00,141
B,2025-08-02,Saturday,21:30,127
B,2025-08-02,Saturday,22:00,100
B,2025-08-02,Saturday,22:30,82
B,2025-08-02,Saturday,23:00,62
B,2025-08-02,Saturday,23:30,49
B,2025-08-03,Sunday,00:00,37
B,2025-08-03,Sunday,00:30,28
B,2025-08-03,Sunday,01:00,11
B,2025-08-03,Sunday,01:30,8
B,2025-08-03,Sunday,02:00,6
B,2025-08-03,Sunday,02:30,4
B,2025-08-03,Sunday,03:00,5
B,2025-08-03,Sunday,03:30,2
B,2025-08-03,Sunday,04:00,2
B,2025-08-03,Sunday,04:30,2
B,2025-08-03,Sunday,05:00,2
B,2025-08-03,Sunday,05:30,3
B,2025-08-03,Sunday,06:00,3
B,2025-08-03,Sunday,06:30,4
B,2025-08-03,Sunday,07:00,8
B,2025-08-03,Sunday,07:30,12
B,2025-08-03,Sunday,08:00,21
B,2025-08-03,Sunday,08:30,32
B,2025-08-03,Sunday,09:00,78
B,2025-08-03,Sunday,09:30,99
B,2025-08-03,Sunday,10:00,123
B,2025-08-03,Sunday,10:30,140
B,2025-08-03,Sunday,11:00,151
B,2025-08-03,Sunday,11:30,183
B,2025-08-03,Sunday,12:00,202
B,2025-08-03,Sunday,12:30,229
B,2025-08-03,Sunday,13:00,257
B,2025-08-03,Sunday,13:30,269
B,2025-08-03,Sunday,14:00,299
B,2025-08-03,Sunday,14:30,283
B,2025-08-03,Sunday,15:00,299
B,2025-08-03,Sunday,15:30,314
B,2025-08-03,Sunday,16:00,305
B,2025-08-03,Sunday,16:30,283
B,2025-08-03,Sunday,17:00,280
B,2025-08-03,Sunday,17:30,258
B,2025-08-03,Sunday,18:00,244
B,2025-08-03,Sunday,18:30,217
B,2025-08-03,Sunday,19:00,193
B,2025-08-03,Sunday,19:30,174
B,2025-08-03,Sunday,20:00,148
B,2025-08-03,Sunday,20:30,137
B,2025-08-03,Sunday,21:00,122
B,2025-08-03,Sunday,21:30,106
B,2025-08-03,Sunday,22:00,87
B,2025-08-03,Sunday,22:30,66
B,2025-08-03,Sunday,23:00,57
B,2025-08-03,Sunday,23:30,46
B,2025-08-04,Monday,00:00,24
B,2025-08-04,Monday,00:30,19
B,2025-08-04,Monday,01:00,10
B,2025-08-04,Monday,01:30,5
B,2025-08-04,Monday,02:00,6
B,2025-08-04,Monday,02:30,5
B,2025-08-04,Monday,03:00,3
B,2025-08-04,Monday,03:30,1
B,2025-08-04,Monday,04:00,2
B,2025-08-04,Monday,04:30,2
B,2025-08-04,Monday,05:00,2
B,2025-08-04,Monday,05:30,4
B,2025-08-04,Monday,06:00,4
B,2025-08-04,Monday,06:30,7
B,2025-08-04,Monday,07:00,25
B,2025-08-04,Monday,07:30,42
B,2025-08-04,Monday,08:00,89
B,2025-08-04,Monday,08:30,143
B,2025-08-04,Monday,09:00,228
B,2025-08-04,Monday,09:30,290
B,2025-08-04,Monday,10:00,376
B,2025-08-04,Monday,10:30,419
B,2025-08-04,Monday,11:00,463
B,2025-08-04,Monday,11:30,490
B,2025-08-04,Monday,12:00,536
B,2025-08-04,Monday,12:30,551
B,2025-08-04,Monday,13:00,571
B,2025-08-04,Monday,13:30,578
B,2025-08-04,Monday,14:00,608
B,2025-08-04,Monday,14:30,608
B,2025-08-04,Monday,15:00,608
B,2025-08-04,Monday,15:30,609
B,2025-08-04,Monday,16:00,614
B,2025-08-04,Monday,16:30,600
B,2025-08-04,Monday,17:00,575
B,2025-08-04,Monday,17:30,542
B,2025-08-04,Monday,18:00,484
B,2025-08-04,Monday,18:30,452
B,2025-08-04,Monday,19:00,402
B,2025-08-04,Monday,19:30,377
B,2025-08-04,Monday,20:00,338
B,2025-08-04,Monday,20:30,270
B,2025-08-04,Monday,21:00,222
B,2025-08-04,Monday,21:30,166
B,2025-08-04,Monday,22:00,129
B,2025-08-04,Monday,22:30,102
B,2025-08-04,Monday,23:00,75
B,2025-08-04,Monday,23:30,56
B,2025-08-05,Tuesday,00:00,39
B,2025-08-05,Tuesday,00:30,28
B,2025-08-05,Tuesday,01:00,13
B,2025-08-05,Tuesday,01:30,7
B,2025-08-05,Tuesday,02:00,4
B,2025-08-05,Tuesday,02:30,4
B,2025-08-05,Tuesday,03:00,3
B,2025-08-05,Tuesday,03:30,3
B,2025-08-05,Tuesday,04:00,2
B,2025-08-05,Tuesday,04:30,3
B,2025-08-05,Tuesday,05:00,2
B,2025-08-05,Tuesday,05:30,3
B,2025-08-05,Tuesday,06:00,5
B,2025-08-05,Tuesday,06:30,9
B,2025-08-05,Tuesday,07:00,29
B,2025-08-05,Tuesday,07:30,43
B,2025-08-05,Tuesday,08:00,92
B,2025-08-05,Tuesday,08:30,148
B,2025-08-05,Tuesday,09:00,214
B,2025-08-05,Tuesday,09:30,276
B,2025-08-05,Tuesday,10:00,336
B,2025-08-05,Tuesday,10:30,374
B,2025-08-05,Tuesday,11:00,418
B,2025-08-05,Tuesday,11:30,448
B,2025-08-05,Tuesday,12:00,469
B,2025-08-05,Tuesday,12:30,486
B,2025-08-05,Tuesday,13:00,508
B,2025-08-05,Tuesday,13:30,511
B,2025-08-05,Tuesday,14:00,549
B,2025-08-05,Tuesday,14:30,561
B,2025-08-05,Tuesday,15:00,563
B,2025-08-05,Tuesday,15:30,538
B,2025-08-05,Tuesday,16:00,539
B,2025-08-05,Tuesday,16:30,520
B,2025-08-05,Tuesday,17:00,493
B,2025-08-05,Tuesday,17:30,475
B,2025-08-05,Tuesday,18:00,448
B,2025-08-05,Tuesday,18:30,406
B,2025-08-05,Tuesday,19:00,359
B,2025-08-05,Tuesday,19:30,326
B,2025-08-05,Tuesday,20:00,281
B,2025-08-05,Tuesday,20:30,246
B,2025-08-05,Tuesday,21:00,196
B,2025-08-05,Tuesday,21:30,163
B,2025-08-05,Tuesday,22:00,132
B,2025-08-05,Tuesday,22:30,104
B,2025-08-05,Tuesday,23:00,78
B,2025-08-05,Tuesday,23:30,55
B,2025-08-06,Wednesday,00:00,37
B,2025-08-06,Wednesday,00:30,27
B,2025-08-06,Wednesday,01:00,12
B,2025-08-06,Wednesday,01:30,5
B,2025-08-06,Wednesday,02:00,3
B,2025-08-06,Wednesday,02:30,4
B,2025-08-06,Wednesday,03:00,3
B,2025-08-06,Wednesday,03:30,3
B,2025-08-06,Wednesday,04:00,3
B,2025-08-06,Wednesday,04:30,2
B,2025-08-06,Wednesday,05:00,2
B,2025-08-06,Wednesday,05:30,2
B,2025-08-06,Wednesday,06:00,5
B,2025-08-06,Wednesday,06:30,6
B,2025-08-06,Wednesday,07:00,27
B,2025-08-06,Wednesday,07:30,48
B,2025-08-06,Wednesday,08:00,87
B,2025-08-06,Wednesday,08:30,137
B,2025-08-06,Wednesday,09:00,202
B,2025-08-06,Wednesday,09:30,270
B,2025-08-06,Wednesday,10:00,311
B,2025-08-06,Wednesday,10:30,340
B,2025-08-06,Wednesday,11:00,387
B,2025-08-06,Wednesday,11:30,417
B,2025-08-06,Wednesday,12:00,443
B,2025-08-06,Wednesday,12:30,452
B,2025-08-06,Wednesday,13:00,464
B,2025-08-06,Wednesday,13:30,473
B,2025-08-06,Wednesday,14:00,483
B,2025-08-06,Wednesday,14:30,493
B,2025-08-06,Wednesday,15:00,482
B,2025-08-06,Wednesday,15:30,490
B,2025-08-06,Wednesday,16:00,487
B,2025-08-06,Wednesday,16:30,470
B,2025-08-06,Wednesday,17:00,440
B,2025-08-06,Wednesday,17:30,435
B,2025-08-06,Wednesday,18:00,395
B,2025-08-06,Wednesday,18:30,344
B,2025-08-06,Wednesday,19:00,316
B,2025-08-06,Wednesday,19:30,283
B,2025-08-06,Wednesday,20:00,254
B,2025-08-06,Wednesday,20:30,217
B,2025-08-06,Wednesday,21:00,176
B,2025-08-06,Wednesday,21:30,151
B,2025-08-06,Wednesday,22:00,121
B,2025-08-06,Wednesday,22:30,95
B,2025-08-06,Wednesday,23:00,71
B,2025-08-06,Wednesday,23:30,55
B,2025-08-07,Thursday,00:00,35
B,2025-08-07,Thursday,00:30,28
B,2025-08-07,Thursday,01:00,13
B,2025-08-07,Thursday,01:30,9
B,2025-08-07,Thursday,02:00,5
B,2025-08-07,Thursday,02:30,4
B,2025-08-07,Thursday,03:00,2
B,2025-08-07,Thursday,03:30,4
B,2025-08-07,Thursday,04:00,2
B,2025-08-07,Thursday,04:30,1
B,2025-08-07,Thursday,05:00,3
B,2025-08-07,Thursday,05:30,3
B,2025-08-07,Thursday,06:00,4
B,2025-08-07,Thursday,06:30,7
B,2025-08-07,Thursday,07:00,25
B,2025-08-07,Thursday,07:30,43
B,2025-08-07,Thursday,08:00,82
B,2025-08-07,Thursday,08:30,130
B,2025-08-07,Thursday,09:00,203
B,2025-08-07,Thursday,09:30,247
B,2025-08-07,Thursday,10:00,294
B,2025-08-07,Thursday,10:30,341
B,2025-08-07,Thursday,11:00,356
B,2025-08-07,Thursday,11:30,392
B,2025-08-07,Thursday,12:00,426
B,2025-08-07,Thursday,12:30,427
B,2025-08-07,Thursday,13:00,432
B,2025-08-07,Thursday,13:30,442
B,2025-08-07,Thursday,14:00,477
B,2025-08-07,Thursday,14:30,483
B,2025-08-07,Thursday,15:00,466
B,2025-08-07,Thursday,15:30,470
B,2025-08-07,Thursday,16:00,466
B,2025-08-07,Thursday,16:30,448
B,2025-08-07,Thursday,17:00,420
B,2025-08-07,Thursday,17:30,406
B,2025-08-07,Thursday,18:00,385
B,2025-08-07,Thursday,18:30,349
B,2025-08-07,Thursday,19:00,311
B,2025-08-07,Thursday,19:30,288
B,2025-08-07,Thursday,20:00,239
B,2025-08-07,Thursday,20:30,207
B,2025-08-07,Thursday,21:00,174
B,2025-08-07,Thursday,21:30,139
B,2025-08-07,Thursday,22:00,115
B,2025-08-07,Thursday,22:30,86
B,2025-08-07,Thursday,23:00,67
B,2025-08-07,Thursday,23:30,48
B,2025-08-08,Friday,00:00,35
B,2025-08-08,Friday,00:30,25
B,2025-08-08,Friday,01:00,10
B,2025-08-08,Friday,01:30,7
B,2025-08-08,Friday,02:00,5
B,2025-08-08,Friday,02:30,4
B,2025-08-08,Friday,03:00,5
B,2025-08-08,Friday,03:30,4
B,2025-08-08,Friday,04:00,3
B,2025-08-08,Friday,04:30,4
B,2025-08-08,Friday,05:00,3
B,2025-08-08,Friday,05:30,3
B,2025-08-08,Friday,06:00,5
B,2025-08-08,Friday,06:30,7
B,2025-08-08,Friday,07:00,32
B,2025-08-08,Friday,07:30,47
B,2025-08-08,Friday,08:00,96
B,2025-08-08,Friday,08:30,132
B,2025-08-08,Friday,09:00,196
B,2025-08-08,Friday,09:30,242
B,2025-08-08,Friday,10:00,301
B,2025-08-08,Friday,10:30,336
B,2025-08-08,Friday,11:00,365
B,2025-08-08,Friday,11:30,400
B,2025-08-08,Friday,12:00,456
B,2025-08-08,Friday,12:30,448
B,2025-08-08,Friday,13:00,465
B,2025-08-08,Friday,13:30,463
B,2025-08-08,Friday,14:00,491
B,2025-08-08,Friday,14:30,499
B,2025-08-08,Friday,15:00,507
B,2025-08-08,Friday,15:30,495
B,2025-08-08,Friday,16:00,501
B,2025-08-08,Friday,16:30,478
B,2025-08-08,Friday,17:00,459
B,2025-08-08,Friday,17:30,419
B,2025-08-08,Friday,18:00,392
B,2025-08-08,Friday,18:30,338
B,2025-08-08,Friday,19:00,320
B,2025-08-08,Friday,19:30,272
B,2025-08-08,Friday,20:00,232
B,2025-08-08,Friday,20:30,213
B,2025-08-08,Friday,21:00,177
B,2025-08-08,Friday,21:30,147
B,2025-08-08,Friday,22:00,109
B,2025-08-08,Friday,22:30,91
B,2025-08-08,Friday,23:00,65
B,2025-08-08,Friday,23:30,55
B,2025-08-09,Saturday,00:00,41
B,2025-08-09,Saturday,00:30,24
B,2025-08-09,Saturday,01:00,10
B,2025-08-09,Saturday,01:30,5
B,2025-08-09,Saturday,02:00,5
B,2025-08-09,Saturday,02:30,3
B,2025-08-09,Saturday,03:00,3
B,2025-08-09,Saturday,03:30,3
B,2025-08-09,Saturday,04:00,2
B,2025-08-09,Saturday,04:30,2
B,2025-08-09,Saturday,05:00,3
B,2025-08-09,Saturday,05:30,3
B,2025-08-09,Saturday,06:00,3
B,2025-08-09,Saturday,06:30,7
B,2025-08-09,Saturday,07:00,10
B,2025-08-09,Saturday,07:30,18
B,2025-08-09,Saturday,08:00,32
B,2025-08-09,Saturday,08:30,43
B,2025-08-09,Saturday,09:00,113
B,2025-08-09,Saturday,09:30,151
B,2025-08-09,Saturday,10:00,189
B,2025-08-09,Saturday,10:30,216
B,2025-08-09,Saturday,11:00,250
B,2025-08-09,Saturday,11:30,284
B,2025-08-09,Saturday,12:00,291
B,2025-08-09,Saturday,12:30,305
B,2025-08-09,Saturday,13:00,323
B,2025-08-09,Saturday,13:30,341
B,2025-08-09,Saturday,14:00,346
B,2025-08-09,Saturday,14:30,341
B,2025-08-09,Saturday,15:00,334
B,2025-08-09,Saturday,15:30,329
B,2025-08-09,Saturday,16:00,329
B,2025-08-09,Saturday,16:30,308
B,2025-08-09,Saturday,17:00,298
B,2025-08-09,Saturday,17:30,279
B,2025-08-09,Saturday,18:00,254
B,2025-08-09,Saturday,18:30,235
B,2025-08-09,Saturday,19:00,207
B,2025-08-09,Saturday,19:30,187
B,2025-08-09,Saturday,20:00,164
B,2025-08-09,Saturday,20:30,142
B,2025-08-09,Saturday,21:00,110
B,2025-08-09,Saturday,21:30,99
B,2025-08-09,Saturday,22:00,78
B,2025-08-09,Saturday,22:30,64
B,2025-08-09,Saturday,23:00,48
B,2025-08-09,Saturday,23:30,39
B,2025-08-10,Sunday,00:00,29
B,2025-08-10,Sunday,00:30,22
B,2025-08-10,Sunday,01:00,9
B,2025-08-10,Sunday,01:30,7
B,2025-08-10,Sunday,02:00,5
B,2025-08-10,Sunday,02:30,3
B,2025-08-10,Sunday,03:00,4
B,2025-08-10,Sunday,03:30,2
B,2025-08-10,Sunday,04:00,2
B,2025-08-10,Sunday,04:30,2
B,2025-08-10,Sunday,05:00,2
B,2025-08-10,Sunday,05:30,2
B,2025-08-10,Sunday,06:00,2
B,2025-08-10,Sunday,06:30,3
B,2025-08-10,Sunday,07:00,6
B,2025-08-10,Sunday,07:30,9
B,2025-08-10,Sunday,08:00,17
B,2025-08-10,Sunday,08:30,25
B,2025-08-10,Sunday,09:00,61
B,2025-08-10,Sunday,09:30,77
B,2025-08-10,Sunday,10:00,96
B,2025-08-10,Sunday,10:30,109
B,2025-08-10,Sunday,11:00,117
B,2025-08-10,Sunday,11:30,142
B,2025-08-10,Sunday,12:00,157
B,2025-08-10,Sunday,12:30,178
B,2025-08-10,Sunday,13:00,200
B,2025-08-10,Sunday,13:30,209
B,2025-08-10,Sunday,14:00,233
B,2025-08-10,Sunday,14:30,220
B,2025-08-10,Sunday,15:00,232
B,2025-08-10,Sunday,15:30,244
B,2025-08-10,Sunday,16:00,237
B,2025-08-10,Sunday,16:30,220
B,2025-08-10,Sunday,17:00,218
B,2025-08-10,Sunday,17:30,201
B,2025-08-10,Sunday,18:00,190
B,2025-08-10,Sunday,18:30,169
B,2025-08-10,Sunday,19:00,151
B,2025-08-10,Sunday,19:30,136
B,2025-08-10,Sunday,20:00,115
B,2025-08-10,Sunday,20:30,106
B,2025-08-10,Sunday,21:00,95
B,2025-08-10,Sunday,21:30,82
B,2025-08-10,Sunday,22:00,68
B,2025-08-10,Sunday,22:30,52
B,2025-08-10,Sunday,23:00,44
B,2025-08-10,Sunday,23:30,35
B,2025-08-11,Monday,00:00,21
B,2025-08-11,Monday,00:30,17
B,2025-08-11,Monday,01:00,9
B,2025-08-11,Monday,01:30,5
B,2025-08-11,Monday,02:00,5
B,2025-08-11,Monday,02:30,4
B,2025-08-11,Monday,03:00,2
B,2025-08-11,Monday,03:30,1
B,2025-08-11,Monday,04:00,2
B,2025-08-11,Monday,04:30,2
B,2025-08-11,Monday,05:00,2
B,2025-08-11,Monday,05:30,4
B,2025-08-11,Monday,06:00,3
B,2025-08-11,Monday,06:30,6
B,2025-08-11,Monday,07:00,22
B,2025-08-11,Monday,07:30,37
B,2025-08-11,Monday,08:00,79
B,2025-08-11,Monday,08:30,126
B,2025-08-11,Monday,09:00,201
B,2025-08-11,Monday,09:30,256
B,2025-08-11,Monday,10:00,333
B,2025-08-11,Monday,10:30,370
B,2025-08-11,Monday,11:00,409
B,2025-08-11,Monday,11:30,434
B,2025-08-11,Monday,12:00,474
B,2025-08-11,Monday,12:30,487
B,2025-08-11,Monday,13:00,505
B,2025-08-11,Monday,13:30,511
B,2025-08-11,Monday,14:00,537
B,2025-08-11,Monday,14:30,538
B,2025-08-11,Monday,15:00,538
B,2025-08-11,Monday,15:30,538
B,2025-08-11,Monday,16:00,543
B,2025-08-11,Monday,16:30,531
B,2025-08-11,Monday,17:00,508
B,2025-08-11,Monday,17:30,479
B,2025-08-11,Monday,18:00,428
B,2025-08-11,Monday,18:30,400
B,2025-08-11,Monday,19:00,356
B,2025-08-11,Monday,19:30,333
B,2025-08-11,Monday,20:00,299
B,2025-08-11,Monday,20:30,239
B,2025-08-11,Monday,21:00,196
B,2025-08-11,Monday,21:30,147
B,2025-08-11,Monday,22:00,114
B,2025-08-11,Monday,22:30,90
B,2025-08-11,Monday,23:00,66
B,2025-08-11,Monday,23:30,49
B,2025-08-12,Tuesday,00:00,33
B,2025-08-12,Tuesday,00:30,23
B,2025-08-12,Tuesday,01:00,11
B,2025-08-12,Tuesday,01:30,6
B,2025-08-12,Tuesday,02:00,4
B,2025-08-12,Tuesday,02:30,3
B,2025-08-12,Tuesday,03:00,3
B,2025-08-12,Tuesday,03:30,2
B,2025-08-12,Tuesday,04:00,1
B,2025-08-12,Tuesday,04:30,2
B,2025-08-12,Tuesday,05:00,2
B,2025-08-12,Tuesday,05:30,3
B,2025-08-12,Tuesday,06:00,4
B,2025-08-12,Tuesday,06:30,8
B,2025-08-12,Tuesday,07:00,24
B,2025-08-12,Tuesday,07:30,36
B,2025-08-12,Tuesday,08:00,77
B,2025-08-12,Tuesday,08:30,125
B,2025-08-12,Tuesday,09:00,180
B,2025-08-12,Tuesday,09:30,232
B,2025-08-12,Tuesday,10:00,283
B,2025-08-12,Tuesday,10:30,315
B,2025-08-12,Tuesday,11:00,352
B,2025-08-12,Tuesday,11:30,377
B,2025-08-12,Tuesday,12:00,395
B,2025-08-12,Tuesday,12:30,409
B,2025-08-12,Tuesday,13:00,428
B,2025-08-12,Tuesday,13:30,430
B,2025-08-12,Tuesday,14:00,463
B,2025-08-12,Tuesday,14:30,473
B,2025-08-12,Tuesday,15:00,474
B,2025-08-12,Tuesday,15:30,453
B,2025-08-12,Tuesday,16:00,454
B,2025-08-12,Tuesday,16:30,438
B,2025-08-12,Tuesday,17:00,415
B,2025-08-12,Tuesday,17:30,400
B,2025-08-12,Tuesday,18:00,377
B,2025-08-12,Tuesday,18:30,341
B,2025-08-12,Tuesday,19:00,302
B,2025-08-12,Tuesday,19:30,275
B,2025-08-12,Tuesday,20:00,237
B,2025-08-12,Tuesday,20:30,207
B,2025-08-12,Tuesday,21:00,165
B,2025-08-12,Tuesday,21:30,137
B,2025-08-12,Tuesday,22:00,111
B,2025-08-12,Tuesday,22:30,88
B,2025-08-12,Tuesday,23:00,65
B,2025-08-12,Tuesday,23:30,47
B,2025-08-13,Wednesday,00:00,33
B,2025-08-13,Wednesday,00:30,24
B,2025-08-13,Wednesday,01:00,10
B,2025-08-13,Wednesday,01:30,5
B,2025-08-13,Wednesday,02:00,3
B,2025-08-13,Wednesday,02:30,3
B,2025-08-13,Wednesday,03:00,2
B,2025-08-13,Wednesday,03:30,2
B,2025-08-13,Wednesday,04:00,2
B,2025-08-13,Wednesday,04:30,2
B,2025-08-13,Wednesday,05:00,2
B,2025-08-13,Wednesday,05:30,2
B,2025-08-13,Wednesday,06:00,4
B,2025-08-13,Wednesday,06:30,6
B,2025-08-13,Wednesday,07:00,24
B,2025-08-13,Wednesday,07:30,42
B,2025-08-13,Wednesday,08:00,77
B,2025-08-13,Wednesday,08:30,122
B,2025-08-13,Wednesday,09:00,180
B,2025-08-13,Wednesday,09:30,240
B,2025-08-13,Wednesday,10:00,277
B,2025-08-13,Wednesday,10:30,302
B,2025-08-13,Wednesday,11:00,344
B,2025-08-13,Wednesday,11:30,370
B,2025-08-13,Wednesday,12:00,394
B,2025-08-13,Wednesday,12:30,402
B,2025-08-13,Wednesday,13:00,412
B,2025-08-13,Wednesday,13:30,420
B,2025-08-13,Wednesday,14:00,430
B,2025-08-13,Wednesday,14:30,438
B,2025-08-13,Wednesday,15:00,429
B,2025-08-13,Wednesday,15:30,436
B,2025-08-13,Wednesday,16:00,433
B,2025-08-13,Wednesday,16:30,417
B,2025-08-13,Wednesday,17:00,391
B,2025-08-13,Wednesday,17:30,387
B,2025-08-13,Wednesday,18:00,351
B,2025-08-13,Wednesday,18:30,306
B,2025-08-13,Wednesday,19:00,281
B,2025-08-13,Wednesday,19:30,252
B,2025-08-13,Wednesday,20:00,226
B,2025-08-13,Wednesday,20:30,193
B,2025-08-13,Wednesday,21:00,156
B,2025-08-13,Wednesday,21:30,134
B,2025-08-13,Wednesday,22:00,108
B,2025-08-13,Wednesday,22:30,85
B,2025-08-13,Wednesday,23:00,64
B,2025-08-13,Wednesday,23:30,49
B,2025-08-14,Thursday,00:00,32
B,2025-08-14,Thursday,00:30,25
B,2025-08-14,Thursday,01:00,12
B,2025-08-14,Thursday,01:30,8
B,2025-08-14,Thursday,02:00,5
B,2025-08-14,Thursday,02:30,4
B,2025-08-14,Thursday,03:00,2
B,2025-08-14,Thursday,03:30,3
B,2025-08-14,Thursday,04:00,2
B,2025-08-14,Thursday,04:30,1
B,2025-08-14,Thursday,05:00,2
B,2025-08-14,Thursday,05:30,3
B,2025-08-14,Thursday,06:00,4
B,2025-08-14,Thursday,06:30,7
B,2025-08-14,Thursday,07:00,23
B,2025-08-14,Thursday,07:30,39
B,2025-08-14,Thursday,08:00,74
B,2025-08-14,Thursday,08:30,118
B,2025-08-14,Thursday,09:00,184
B,2025-08-14,Thursday,09:30,223
B,2025-08-14,Thursday,10:00,265
B,2025-08-14,Thursday,10:30,308
B,2025-08-14,Thursday,11:00,322
B,2025-08-14,Thursday,11:30,354
B,2025-08-14,Thursday,12:00,385
B,2025-08-14,Thursday,12:30,386
B,2025-08-14,Thursday,13:00,390
B,2025-08-14,Thursday,13:30,399
B,2025-08-14,Thursday,14:00,431
B,2025-08-14,Thursday,14:30,436
B,2025-08-14,Thursday,15:00,421
B,2025-08-14,Thursday,15:30,424
B,2025-08-14,Thursday,16:00,421
B,2025-08-14,Thursday,16:30,404
B,2025-08-14,Thursday,17:00,379
B,2025-08-14,Thursday,17:30,367
B,2025-08-14,Thursday,18:00,348
B,2025-08-14,Thursday,18:30,316
B,2025-08-14,Thursday,19:00,281
B,2025-08-14,Thursday,19:30,261
B,2025-08-14,Thursday,20:00,215
B,2025-08-14,Thursday,20:30,187
B,2025-08-14,Thursday,21:00,158
B,2025-08-14,Thursday,21:30,125
B,2025-08-14,Thursday,22:00,104
B,2025-08-14,Thursday,22:30,78
B,2025-08-14,Thursday,23:00,60
B,2025-08-14,Thursday,23:30,44
B,2025-08-15,Friday,00:00,31
B,2025-08-15,Friday,00:30,22
B,2025-08-15,Friday,01:00,9
B,2025-08-15,Friday,01:30,6
B,2025-08-15,Friday,02:00,4
B,2025-08-15,Friday,02:30,3
B,2025-08-15,Friday,03:00,4
B,2025-08-15,Friday,03:30,4
B,2025-08-15,Friday,04:00,3
B,2025-08-15,Friday,04:30,3
B,2025-08-15,Friday,05:00,2
B,2025-08-15,Friday,05:30,3
B,2025-08-15,Friday,06:00,5
B,2025-08-15,Friday,06:30,6
B,2025-08-15,Friday,07:00,28
B,2025-08-15,Friday,07:30,41
B,2025-08-15,Friday,08:00,84
B,2025-08-15,Friday,08:30,115
B,2025-08-15,Friday,09:00,172
B,2025-08-15,Friday,09:30,212
B,2025-08-15,Friday,10:00,263
B,2025-08-15,Friday,10:30,293
B,2025-08-15,Friday,11:00,319
B,2025-08-15,Friday,11:30,350
B,2025-08-15,Friday,12:00,399
B,2025-08-15,Friday,12:30,392
B,2025-08-15,Friday,13:00,406
B,2025-08-15,Friday,13:30,405
B,2025-08-15,Friday,14:00,429
B,2025-08-15,Friday,14:30,436
B,2025-08-15,Friday,15:00,443
B,2025-08-15,Friday,15:30,433
B,2025-08-15,Friday,16:00,438
B,2025-08-15,Friday,16:30,418
B,2025-08-15,Friday,17:00,401
B,2025-08-15,Friday,17:30,367
